mse,dialte
1.2048296928405762,1.6956875324249268
11.629372596740723,17.360321044921875
1.1975256204605103,1.6871017217636108
4.901369094848633,7.295185565948486
5.360466480255127,8.008774757385254
3.6364660263061523,5.391895294189453
0.7817947864532471,1.0877776145935059
2.9659438133239746,4.334660053253174
2.703892469406128,3.927602529525757
2.8319292068481445,4.134684085845947
0.7808814644813538,1.0755209922790527
2.1526830196380615,3.1616532802581787
1.32151198387146,1.9391021728515625
2.4014530181884766,3.5366740226745605
0.7031940817832947,0.9918094873428345
1.814449667930603,2.647728681564331
0.9632297158241272,1.3202474117279053
1.9746016263961792,2.8786306381225586
0.686291515827179,0.9256407022476196
1.695237636566162,2.4716413021087646
0.685154139995575,0.9673181772232056
1.756912112236023,2.576143980026245
0.5779359340667725,0.789620578289032
1.613680124282837,2.356107473373413
0.6396904587745667,0.8484941720962524
1.5999847650527954,2.3393423557281494
0.5573827624320984,0.7488196492195129
1.554310917854309,2.268331527709961
0.552001953125,0.7595828771591187
1.5204960107803345,2.2200496196746826
0.5296927690505981,0.7128341197967529
1.486077904701233,2.1746721267700195
0.5426487922668457,0.7249072194099426
1.4548331499099731,2.130882740020752
0.5074149966239929,0.6860249638557434
1.444710612297058,2.112983465194702
0.501833438873291,0.6776769161224365
1.4115781784057617,2.067737340927124
0.5076882839202881,0.6760391592979431
1.391394853591919,2.0424582958221436
0.49196818470954895,0.658174991607666
1.3799759149551392,2.0209624767303467
0.4841098189353943,0.6484614610671997
1.3602783679962158,1.993858814239502
0.48493868112564087,0.645569920539856
1.343346118927002,1.9714057445526123
0.47801342606544495,0.6359339356422424
1.333109974861145,1.95400071144104
0.47275736927986145,0.6294522881507874
1.3172024488449097,1.932191014289856
0.47612935304641724,0.6291748285293579
1.3036248683929443,1.9138928651809692
0.4672729969024658,0.6198671460151672
1.2945544719696045,1.9002693891525269
0.46420544385910034,0.6152288913726807
1.280456781387329,1.8811123371124268
0.4658295810222626,0.6142786741256714
1.2726631164550781,1.8685643672943115
0.45720288157463074,0.6052502393722534
1.2627352476119995,1.8538892269134521
0.4603498578071594,0.6048974990844727
1.2523136138916016,1.8385798931121826
0.4533291757106781,0.5972636938095093
1.243638038635254,1.826188325881958
0.4536101520061493,0.5948575735092163
1.2373709678649902,1.8164026737213135
0.4470234811306,0.5892434120178223
1.2282404899597168,1.803436517715454
0.45013895630836487,0.5894148945808411
1.2204097509384155,1.7917183637619019
0.44272080063819885,0.5810008645057678
1.2147718667984009,1.7828354835510254
0.4444243013858795,0.5806867480278015
1.204831600189209,1.7684383392333984
0.4391743540763855,0.574359118938446
1.2037602663040161,1.7676390409469604
0.4364510178565979,0.5692136883735657
1.1927434206008911,1.7499269247055054
0.4406927227973938,0.5707442164421082
1.1866908073425293,1.7417857646942139
0.43212470412254333,0.5625085830688477
1.1811490058898926,1.733791470527649
0.43469080328941345,0.561989963054657
1.174067735671997,1.7230088710784912
0.43122249841690063,0.5578474998474121
1.169412612915039,1.7168374061584473
0.42504599690437317,0.5528257489204407
1.160980463027954,1.7052595615386963
0.4281368553638458,0.5525856018066406
1.1585794687271118,1.701824426651001
0.4201200604438782,0.545256495475769
1.1502556800842285,1.6890660524368286
0.430429607629776,0.5535651445388794
1.150223731994629,1.6891344785690308
0.41655030846595764,0.5387609601020813
1.1389833688735962,1.6725873947143555
0.4223593473434448,0.541517436504364
1.1353461742401123,1.6672202348709106
0.41274285316467285,0.5325819253921509
1.1288524866104126,1.6582911014556885
0.4174180328845978,0.5338795185089111
1.122155785560608,1.648081660270691
0.4094023108482361,0.5266981720924377
1.116607427597046,1.640064001083374
0.41173750162124634,0.524478554725647
1.1144752502441406,1.637141466140747
0.4068678617477417,0.5192499160766602
1.1050622463226318,1.6231917142868042
0.40606796741485596,0.5169572234153748
1.1024361848831177,1.6193976402282715
0.40265700221061707,0.5125812888145447
1.0942331552505493,1.6073118448257446
0.4027596116065979,0.5098586082458496
1.0948618650436401,1.6094528436660767
0.39960822463035583,0.506953775882721
1.0830036401748657,1.5904825925827026
0.399081289768219,0.5051295161247253
1.0822036266326904,1.5892139673233032
0.3945569097995758,0.5009183883666992
1.0728671550750732,1.5745497941970825
0.40048596262931824,0.504360556602478
1.0800846815109253,1.5899072885513306
0.39160457253456116,0.49659889936447144
1.0606738328933716,1.5592272281646729
0.3893323242664337,0.49138566851615906
1.0612165927886963,1.5601383447647095
0.3895232379436493,0.4879661500453949
1.0505685806274414,1.5453672409057617
0.3852445185184479,0.48472559452056885
1.0512809753417969,1.5456167459487915
0.3903424143791199,0.491336464881897
1.0395835638046265,1.5279653072357178
0.37908023595809937,0.4799318313598633
1.0337704420089722,1.5189802646636963
0.388687402009964,0.4819522500038147
1.035484790802002,1.5218470096588135
0.37997400760650635,0.4756165146827698
1.0189611911773682,1.4971729516983032
0.3730414807796478,0.47307267785072327
1.0149402618408203,1.4904553890228271
0.3744681775569916,0.4740009903907776
1.0057631731033325,1.4779127836227417
0.3719329237937927,0.46665963530540466
1.0026849508285522,1.4749886989593506
0.3726520836353302,0.4628435969352722
0.9958771467208862,1.465512752532959
0.36897990107536316,0.45935362577438354
0.9874948263168335,1.4523760080337524
0.3685701787471771,0.4612526595592499
0.9855122566223145,1.449817180633545
0.37151631712913513,0.461895614862442
0.979261577129364,1.4401017427444458
0.36121830344200134,0.45186924934387207
0.9675489068031311,1.4227217435836792
0.3671233057975769,0.45634764432907104
0.9729015231132507,1.4335181713104248
