error,treshold
2.0316996574401855,0.8924028873443604
2.0316996574401855,0.8924028873443604
2.0316996574401855,0.8924028873443604
2.0316996574401855,0.8924028873443604
2.0316996574401855,0.8924028873443604
2.0316996574401855,0.8924028873443604
0.2561835050582886,0.7584264278411865
0.2561835050582886,0.7584264278411865
0.2561835050582886,0.7584264278411865
0.2561835050582886,0.7584264278411865
0.2561835050582886,0.7584264278411865
0.2561835050582886,0.7584264278411865
0.20702283084392548,0.5642380714416504
0.20702283084392548,0.5642380714416504
0.20702283084392548,0.5642380714416504
0.20702283084392548,0.5642380714416504
0.20702283084392548,0.5642380714416504
0.20702283084392548,0.5642380714416504
0.4853077232837677,0.573665976524353
0.4853077232837677,0.573665976524353
0.4853077232837677,0.573665976524353
0.4853077232837677,0.573665976524353
0.4853077232837677,0.573665976524353
0.4853077232837677,0.573665976524353
0.4781480133533478,0.5829927921295166
0.4781480133533478,0.5829927921295166
0.4781480133533478,0.5829927921295166
0.4781480133533478,0.5829927921295166
0.4781480133533478,0.5829927921295166
0.4781480133533478,0.5829927921295166
0.21201494336128235,0.44362467527389526
0.21201494336128235,0.44362467527389526
0.21201494336128235,0.44362467527389526
0.21201494336128235,0.44362467527389526
0.21201494336128235,0.44362467527389526
0.21201494336128235,0.44362467527389526
0.5015954375267029,0.11802450567483902
0.5015954375267029,0.11802450567483902
0.5015954375267029,0.11802450567483902
0.5015954375267029,0.11802450567483902
0.5015954375267029,0.11802450567483902
0.5015954375267029,0.11802450567483902
0.4465194344520569,0.07111568003892899
0.4465194344520569,0.07111568003892899
0.4465194344520569,0.07111568003892899
0.4465194344520569,0.07111568003892899
0.4465194344520569,0.07111568003892899
0.4465194344520569,0.07111568003892899
0.4594668745994568,0.4735868573188782
0.4594668745994568,0.4735868573188782
0.4594668745994568,0.4735868573188782
0.4594668745994568,0.4735868573188782
0.4594668745994568,0.4735868573188782
0.4594668745994568,0.4735868573188782
0.40211501717567444,0.44056200981140137
0.40211501717567444,0.44056200981140137
0.40211501717567444,0.44056200981140137
0.40211501717567444,0.44056200981140137
0.40211501717567444,0.44056200981140137
0.40211501717567444,0.44056200981140137
0.24705635011196136,0.43548595905303955
0.24705635011196136,0.43548595905303955
0.24705635011196136,0.43548595905303955
0.24705635011196136,0.43548595905303955
0.24705635011196136,0.43548595905303955
0.24705635011196136,0.43548595905303955
0.323586642742157,0.45194342732429504
0.323586642742157,0.45194342732429504
0.323586642742157,0.45194342732429504
0.323586642742157,0.45194342732429504
0.323586642742157,0.45194342732429504
0.323586642742157,0.45194342732429504
0.24519701302051544,0.5658265352249146
0.24519701302051544,0.5658265352249146
0.24519701302051544,0.5658265352249146
0.24519701302051544,0.5658265352249146
0.24519701302051544,0.5658265352249146
0.24519701302051544,0.5658265352249146
0.32384032011032104,-0.10071451961994171
0.32384032011032104,-0.10071451961994171
0.32384032011032104,-0.10071451961994171
0.32384032011032104,-0.10071451961994171
0.32384032011032104,-0.10071451961994171
0.32384032011032104,-0.10071451961994171
0.20652185380458832,-0.08508654683828354
0.20652185380458832,-0.08508654683828354
0.20652185380458832,-0.08508654683828354
0.20652185380458832,-0.08508654683828354
0.20652185380458832,-0.08508654683828354
0.20652185380458832,-0.08508654683828354
2.36125111579895,0.821908712387085
2.36125111579895,0.821908712387085
2.36125111579895,0.821908712387085
2.36125111579895,0.821908712387085
2.36125111579895,0.821908712387085
2.36125111579895,0.821908712387085
0.07333535701036453,1.575805425643921
0.07333535701036453,1.575805425643921
0.07333535701036453,1.575805425643921
0.07333535701036453,1.575805425643921
0.07333535701036453,1.575805425643921
0.07333535701036453,1.575805425643921
0.08039885759353638,0.22141946852207184
0.08039885759353638,0.22141946852207184
0.08039885759353638,0.22141946852207184
0.08039885759353638,0.22141946852207184
0.08039885759353638,0.22141946852207184
0.08039885759353638,0.22141946852207184
0.7387943863868713,0.7142185568809509
0.7387943863868713,0.7142185568809509
0.7387943863868713,0.7142185568809509
0.7387943863868713,0.7142185568809509
0.7387943863868713,0.7142185568809509
0.7387943863868713,0.7142185568809509
19.81879234313965,7.427237510681152
