total,grow,noise,truth,dl,hs
0.6824929714202881,12.760000228881836,0.03970913589000702,2.3247499465942383,0.9306061267852783,12.760000228881836
0.6825082302093506,12.761000633239746,0.02552623301744461,3.2553560733795166,0.0401155948638916,12.761000633239746
0.6826151609420776,12.761000633239746,0.015368804335594177,3.295471668243408,0.2303779125213623,12.761000633239746
0.6826151609420776,12.761000633239746,0.008761033415794373,3.5258495807647705,1.1968543529510498,12.761000633239746
0.6825998425483704,12.761000633239746,0.004726961255073547,4.72270393371582,0.2626609802246094,12.761000633239746
0.6826151609420776,12.761000633239746,0.0023528188467025757,4.98536491394043,-0.31467533111572266,12.761000633239746
0.6826151609420776,12.761000633239746,0.0009763538837432861,4.670689582824707,0.4654364585876465,12.761000633239746
0.6826151609420776,12.762001037597656,0.00017730146646499634,5.1361260414123535,0.3733859062194824,12.762001037597656
0.6826151609420776,12.769001007080078,-0.0002923831343650818,5.509511947631836,0.23953819274902344,12.769001007080078
0.6826151609420776,12.769001007080078,-0.0005739331245422363,5.749050140380859,0.9432559013366699,12.769001007080078
0.6719259023666382,12.768000602722168,-0.000746704638004303,6.692306041717529,1.088219165802002,12.768000602722168
0.6708719730377197,12.769001007080078,-0.0008554831147193909,7.780525207519531,0.3259296417236328,12.769001007080078
0.6708719730377197,12.769001007080078,-0.0009257644414901733,8.106454849243164,0.09867191314697266,12.769001007080078
0.6708566546440125,12.769001007080078,-0.0009723305702209473,8.205126762390137,0.17753314971923828,12.769001007080078
0.6708719730377197,12.769001007080078,-0.0010039284825325012,8.382659912109375,0.13725757598876953,12.769001007080078
0.6709941029548645,12.769001007080078,-0.0010258853435516357,8.519917488098145,0.2597980499267578,12.769001007080078
0.6710094213485718,12.069000244140625,-0.0010414421558380127,8.779715538024902,0.17666912078857422,12.069000244140625
0.6710094213485718,12.000000953674316,-0.0010527148842811584,8.956384658813477,0.22278499603271484,12.000000953674316
0.6710094213485718,12.000000953674316,-0.0010610148310661316,9.179169654846191,0.3950185775756836,12.000000953674316
0.6710094213485718,11.999000549316406,-0.001067236065864563,9.574188232421875,0.5506973266601562,11.999000549316406
0.6710094213485718,12.000000953674316,-0.0010719746351242065,10.124885559082031,0.42731761932373047,12.000000953674316
0.6710094213485718,12.008000373840332,-0.001075640320777893,10.552203178405762,0.2878856658935547,12.008000373840332
0.6710094213485718,12.009000778198242,-0.0010785013437271118,10.840088844299316,0.13014698028564453,12.009000778198242
0.6710094213485718,12.009000778198242,-0.0010807737708091736,10.970235824584961,0.45110225677490234,12.009000778198242
0.6710094213485718,12.009000778198242,-0.00108259916305542,11.421338081359863,0.44815826416015625,12.009000778198242
0.6717731356620789,12.009000778198242,-0.0010840892791748047,11.86949634552002,0.2717256546020508,12.009000778198242
0.6764161586761475,12.009000778198242,-0.0010852888226509094,12.14122200012207,0.5636606216430664,12.009000778198242
0.6764008402824402,12.009000778198242,-0.001086309552192688,12.704882621765137,0.3966836929321289,12.009000778198242
0.6764008402824402,12.009000778198242,-0.0010871142148971558,13.101566314697266,0.23666954040527344,12.009000778198242
0.6764008402824402,12.009000778198242,-0.0010878369212150574,13.338235855102539,0.021582603454589844,12.009000778198242
0.6764008402824402,12.009000778198242,-0.0010884255170822144,13.359818458557129,0.5854158401489258,12.009000778198242
0.6763550043106079,12.059000968933105,-0.0010889321565628052,13.945234298706055,1.0325260162353516,12.059000968933105
0.6763550043106079,12.363000869750977,-0.0010893642902374268,14.977760314941406,0.2994241714477539,12.363000869750977
0.6763550043106079,12.362000465393066,-0.001089729368686676,15.27718448638916,-0.0655813217163086,12.362000465393066
0.6765840649604797,12.362000465393066,-0.0010900646448135376,15.211603164672852,0.2517738342285156,12.362000465393066
0.6838058233261108,12.362000465393066,-0.0010903552174568176,15.463376998901367,0.43479156494140625,12.362000465393066
0.6838058233261108,12.362000465393066,-0.0010905787348747253,15.898168563842773,0.41976165771484375,12.362000465393066
0.6837906241416931,12.359000205993652,-0.001090817153453827,16.317930221557617,0.4965190887451172,12.359000205993652
0.6838058233261108,12.359000205993652,-0.0010909810662269592,16.814449310302734,0.35344505310058594,12.359000205993652
0.6838058233261108,12.359000205993652,-0.0010911673307418823,17.16789436340332,0.42926025390625,12.359000205993652
0.6838058233261108,12.374000549316406,-0.0010913088917732239,17.59715461730957,0.5561237335205078,12.374000549316406
0.6838058233261108,12.847001075744629,-0.0010914504528045654,18.153278350830078,0.6963710784912109,12.847001075744629
0.6838058233261108,12.847001075744629,-0.0010915696620941162,18.84964942932129,0.6294708251953125,12.847001075744629
0.6867365837097168,12.846000671386719,-0.0010916739702224731,19.4791202545166,0.5875473022460938,12.846000671386719
0.6928710341453552,12.847001075744629,-0.00109177827835083,20.066667556762695,0.708343505859375,12.847001075744629
0.692855715751648,12.847001075744629,-0.0010918527841567993,20.77501106262207,0.6859512329101562,12.847001075744629
0.692855715751648,12.847001075744629,-0.0010919570922851562,21.460962295532227,1.105997085571289,12.847001075744629
0.692855715751648,12.847001075744629,-0.0010919943451881409,22.566959381103516,0.9103565216064453,12.847001075744629
0.692855715751648,12.847001075744629,-0.00109206885099411,23.47731590270996,0.7528228759765625,12.847001075744629
0.692855715751648,13.039000511169434,-0.0010921284556388855,24.230138778686523,0.5516853332519531,13.039000511169434
0.7011083364486694,13.441000938415527,-0.0010921880602836609,24.781824111938477,0.7018375396728516,13.441000938415527
0.7036092281341553,13.440000534057617,-0.0010922476649284363,25.483661651611328,1.1801624298095703,13.440000534057617
0.7034263014793396,13.440000534057617,-0.001092277467250824,26.6638240814209,1.2674217224121094,13.440000534057617
0.6878810524940491,13.440000534057617,-0.0010923221707344055,27.931245803833008,1.0151100158691406,13.440000534057617
0.6730714440345764,13.440000534057617,-0.0010923519730567932,28.94635581970215,1.013448715209961,13.440000534057617
0.6720481514930725,13.440000534057617,-0.001092381775379181,29.95980453491211,0.870452880859375,13.440000534057617
0.6720175743103027,13.981000900268555,-0.0010924264788627625,30.830257415771484,0.37819671630859375,13.981000900268555
0.6719717383384705,14.145000457763672,-0.0010924488306045532,31.208454132080078,0.31786537170410156,14.145000457763672
0.6716968417167664,14.133000373840332,-0.001092478632926941,31.52631950378418,0.5887508392333984,14.133000373840332
0.665249764919281,13.11400032043457,-0.0010925009846687317,32.11507034301758,0.5767631530761719,13.11400032043457
0.6649441123008728,12.144001007080078,-0.0010925233364105225,32.69183349609375,0.4690208435058594,12.144001007080078
0.6649135947227478,12.077000617980957,-0.0010925233364105225,33.16085433959961,-0.03285980224609375,12.077000617980957
0.6649135947227478,12.075000762939453,-0.0010925531387329102,33.127994537353516,-0.20694732666015625,12.075000762939453
0.6649135947227478,12.072000503540039,-0.001092575490474701,32.92104721069336,-0.20418167114257812,12.072000503540039
0.6649135947227478,12.054000854492188,-0.0010925903916358948,32.71686553955078,-0.31365966796875,12.054000854492188
0.6756525635719299,11.632000923156738,-0.0010925978422164917,32.40320587158203,-0.123687744140625,11.632000923156738
0.6828441023826599,11.612000465393066,-0.0010926201939582825,32.279518127441406,0.368072509765625,11.612000465393066
0.6828746795654297,11.610000610351562,-0.0010926276445388794,32.64759063720703,0.9896469116210938,11.610000610351562
0.6828746795654297,11.610000610351562,-0.0010926425457000732,33.637237548828125,1.0868339538574219,11.610000610351562
0.6817907691001892,11.610000610351562,-0.0010926425457000732,34.72407150268555,1.3886032104492188,11.610000610351562
0.6818671226501465,11.610000610351562,-0.0010926425457000732,36.112674713134766,1.0964241027832031,11.610000610351562
0.6841568946838379,12.313000679016113,-0.001092657446861267,37.20909881591797,1.0386886596679688,12.313000679016113
0.6887357831001282,12.784000396728516,-0.001092672348022461,38.24778747558594,1.588653564453125,12.784000396728516
0.7022063136100769,12.78600025177002,-0.0010926797986030579,39.83644104003906,1.0839614868164062,12.78600025177002
0.7021300792694092,12.78600025177002,-0.0010926797986030579,40.92040252685547,1.2685737609863281,12.78600025177002
0.7020690441131592,12.71500015258789,-0.0010927021503448486,42.1889762878418,1.5129356384277344,12.71500015258789
0.7020690441131592,12.720000267028809,-0.0010927021503448486,43.70191192626953,1.9535026550292969,12.720000267028809
0.7020690441131592,12.870000839233398,-0.0010927021503448486,45.65541458129883,2.1769256591796875,12.870000839233398
0.7021300792694092,13.170001029968262,-0.0010927245020866394,47.832340240478516,2.0013999938964844,13.170001029968262
0.7043411731719971,14.053000450134277,-0.0010927245020866394,49.833740234375,2.4132537841796875,14.053000450134277
0.7041887044906616,14.04800033569336,-0.0010927245020866394,52.24699401855469,2.0954322814941406,14.04800033569336
0.7017335891723633,14.044000625610352,-0.0010927245020866394,54.34242630004883,2.0512733459472656,14.044000625610352
