lv_act,stoper
12.407000541687012,1.9238896369934082
12.407000541687012,2.8474483489990234
12.414000511169434,3.914414167404175
12.43600082397461,4.569880962371826
12.430000305175781,5.3414788246154785
12.429000854492188,6.719692707061768
12.428000450134277,7.747969150543213
12.427000999450684,8.959282875061035
12.428000450134277,10.285300254821777
12.433000564575195,10.605249404907227
12.4350004196167,11.401747703552246
12.43600082397461,11.778531074523926
12.43600082397461,11.975655555725098
12.43600082397461,13.234795570373535
12.667000770568848,13.634143829345703
12.838000297546387,14.266097068786621
12.834000587463379,14.9951810836792
12.829000473022461,15.84024715423584
12.825000762939453,16.840707778930664
12.827000617980957,17.652372360229492
12.826000213623047,17.822078704833984
12.824000358581543,17.994548797607422
12.819000244140625,18.546594619750977
12.820000648498535,19.829469680786133
12.819000244140625,20.934934616088867
12.820000648498535,22.54287338256836
12.817000389099121,23.734331130981445
12.762001037597656,25.510761260986328
12.402000427246094,27.323923110961914
12.164000511169434,28.555435180664062
12.709000587463379,29.625089645385742
13.191000938415527,30.36705780029297
13.22700023651123,30.92319679260254
13.338000297546387,32.21001434326172
13.42300033569336,33.544132232666016
13.42300033569336,34.37159729003906
13.417000770568848,36.21772384643555
13.425000190734863,38.0859260559082
13.429000854492188,41.2047004699707
13.442000389099121,43.74435043334961
13.476000785827637,46.25968933105469
13.49000072479248,49.217464447021484
13.746000289916992,52.03770065307617
13.738000869750977,55.148746490478516
13.732000350952148,58.93610382080078
13.731000900268555,63.172386169433594
13.390000343322754,67.61886596679688
10.168000221252441,72.2323989868164
8.64900016784668,76.0326919555664
8.646000862121582,78.50147247314453
8.646000862121582,79.22228240966797
8.645000457763672,79.2094497680664
8.644000053405762,78.47234344482422
8.332000732421875,77.60811614990234
8.394000053405762,76.61338806152344
8.766000747680664,74.81107330322266
8.766000747680664,72.87628936767578
8.766000747680664,71.19618225097656
9.82300090789795,69.38922882080078
9.72800064086914,67.5679931640625
9.72800064086914,66.28316497802734
9.724000930786133,65.55476379394531
9.720000267028809,64.5119400024414
9.724000930786133,63.327980041503906
9.756000518798828,62.24797058105469
9.748000144958496,61.14366912841797
9.759000778198242,60.16823959350586
10.759000778198242,59.78701400756836
10.755000114440918,59.28687286376953
10.76300048828125,58.727867126464844
10.779000282287598,58.44578170776367
10.77500057220459,59.043724060058594
10.745000839233398,59.26189041137695
10.710000038146973,59.009300231933594
10.675000190734863,59.0352783203125
10.678000450134277,59.15507125854492
10.67300033569336,59.28014373779297
10.668000221252441,59.33262252807617
10.668000221252441,59.20676803588867
10.669000625610352,59.082801818847656
10.666000366210938,59.01005935668945
10.675000190734863,58.77463912963867
10.700000762939453,58.815345764160156
10.697000503540039,59.20646667480469
10.699000358581543,59.425899505615234
10.7160005569458,59.15304946899414
10.72800064086914,58.88786315917969
10.72700023651123,58.8247184753418
10.723000526428223,59.32208251953125
10.721000671386719,59.039451599121094
10.718000411987305,58.93898010253906
10.719000816345215,59.045711517333984
10.699000358581543,58.91633605957031
10.687000274658203,59.09638977050781
10.68600082397461,59.28010177612305
10.683000564575195,59.18403625488281
10.682000160217285,59.08512878417969
10.683000564575195,58.845733642578125
10.68600082397461,58.880435943603516
10.683000564575195,59.22244644165039
10.680000305175781,59.57929611206055
10.680000305175781,59.36635971069336
10.682000160217285,59.230735778808594
10.683000564575195,58.4379997253418
10.68600082397461,58.55863952636719
10.68600082397461,59.00456619262695
10.68600082397461,59.03353500366211
10.687000274658203,59.11029052734375
10.68600082397461,58.860050201416016
10.68600082397461,58.42601776123047
10.68600082397461,58.32842254638672
10.68600082397461,58.021949768066406
10.687000274658203,58.02082824707031
10.68600082397461,58.03709411621094
10.689000129699707,57.67334747314453
10.690000534057617,57.64885711669922
10.690000534057617,58.10912322998047
10.68600082397461,57.91811752319336
10.677000045776367,57.97183609008789
10.5600004196167,57.767208099365234
10.566000938415527,57.692108154296875
10.587000846862793,57.700347900390625
10.587000846862793,57.44039535522461
10.586000442504883,57.02846145629883
10.586000442504883,57.23200225830078
10.586000442504883,57.25362014770508
10.588000297546387,57.085166931152344
10.589000701904297,57.11903762817383
10.589000701904297,57.11537170410156
10.589000701904297,57.165714263916016
10.589000701904297,57.204959869384766
10.589000701904297,56.9559440612793
10.589000701904297,57.03061294555664
10.589000701904297,56.59141540527344
10.588000297546387,55.33369827270508
10.588000297546387,55.61417770385742
10.585000038146973,56.37623977661133
10.585000038146973,56.375431060791016
10.586000442504883,56.31297302246094
10.611000061035156,56.15633010864258
10.68600082397461,56.14289474487305
10.68600082397461,56.12830352783203
10.6850004196167,55.69779586791992
10.68600082397461,55.55949783325195
10.68600082397461,55.76649475097656
10.680000305175781,55.93354034423828
10.572000503540039,55.61331558227539
10.542000770568848,55.39670181274414
10.553000450134277,55.15203857421875
10.552000045776367,55.069427490234375
10.569000244140625,55.070396423339844
10.970000267028809,55.198265075683594
10.947000503540039,55.011959075927734
10.945000648498535,54.92527770996094
10.945000648498535,55.44735336303711
10.945000648498535,55.8160285949707
10.893000602722168,56.016517639160156
10.893000602722168,55.86436080932617
10.896000862121582,55.757083892822266
10.89900016784668,56.15122604370117
10.89900016784668,56.45012283325195
10.904000282287598,56.55474853515625
10.9010009765625,56.741233825683594
10.90000057220459,56.787254333496094
10.898000717163086,56.71928405761719
10.902000427246094,56.660064697265625
10.903000831604004,56.62972640991211
10.902000427246094,56.54977035522461
10.90000057220459,56.477394104003906
10.804000854492188,56.88330078125
10.553000450134277,57.178653717041016
10.557000160217285,57.32398223876953
10.558000564575195,56.9935188293457
10.5600004196167,56.786800384521484
10.5600004196167,56.344295501708984
10.566000938415527,56.297203063964844
10.566000938415527,56.43719482421875
10.566000938415527,56.073150634765625
10.570000648498535,55.327850341796875
10.570000648498535,55.15423583984375
10.570000648498535,55.01983642578125
11.01300048828125,54.55656814575195
11.02500057220459,54.511573791503906
11.031000137329102,55.0548095703125
11.034000396728516,55.813472747802734
11.034000396728516,56.33247375488281
11.042000770568848,56.554847717285156
11.042000770568848,56.65317916870117
11.03700065612793,56.40938186645508
11.034000396728516,56.25337600708008
11.035000801086426,56.82521057128906
11.039000511169434,57.137638092041016
11.038000106811523,57.10387420654297
11.03700065612793,57.23039245605469
11.03700065612793,57.36277389526367
11.035000801086426,57.594356536865234
11.041000366210938,58.652984619140625
11.038000106811523,59.42524719238281
11.03700065612793,59.648983001708984
11.03600025177002,59.968055725097656
11.023000717163086,60.051326751708984
11.01200008392334,59.634033203125
11.011000633239746,59.474891662597656
11.005000114440918,59.44403839111328
11.006000518798828,59.13838577270508
11.005000114440918,58.875404357910156
11.005000114440918,58.99287796020508
11.005000114440918,59.485069274902344
11.004000663757324,59.44286346435547
10.897000312805176,59.376182556152344
10.497000694274902,59.03328323364258
10.497000694274902,58.992347717285156
10.499000549316406,58.55070495605469
10.499000549316406,57.487770080566406
10.498000144958496,57.27675247192383
10.50100040435791,57.37862014770508
10.503000259399414,56.397972106933594
10.499000549316406,55.533477783203125
10.396000862121582,56.45325469970703
10.395000457763672,56.6595458984375
10.395000457763672,56.06902313232422
10.395000457763672,55.772518157958984
10.402000427246094,55.65404510498047
10.458000183105469,55.37065505981445
10.459000587463379,55.11587142944336
10.459000587463379,54.824378967285156
10.459000587463379,54.421199798583984
10.459000587463379,54.282203674316406
10.459000587463379,54.02207946777344
10.459000587463379,53.53499984741211
10.459000587463379,53.160335540771484
10.460000038146973,52.967227935791016
11.054000854492188,52.78528594970703
10.998000144958496,52.23003005981445
11.005000114440918,52.18273162841797
11.007000923156738,52.388553619384766
11.008000373840332,52.47047424316406
11.007000923156738,52.7929573059082
11.009000778198242,52.83066177368164
11.00200080871582,52.79195785522461
11.00100040435791,52.80767059326172
11.00200080871582,52.96377182006836
11.00200080871582,53.057552337646484
11.00200080871582,53.211029052734375
11.00200080871582,53.29431915283203
11.003000259399414,53.44197082519531
11.004000663757324,52.973514556884766
11.00100040435791,52.52490234375
10.983000755310059,52.61272430419922
10.983000755310059,53.04673385620117
10.983000755310059,52.972930908203125
10.983000755310059,52.68111038208008
10.984000205993652,52.237396240234375
10.984000205993652,52.09317398071289
10.985000610351562,52.250797271728516
10.985000610351562,52.25078582763672
10.98900032043457,52.50453186035156
10.988000869750977,52.331241607666016
10.987000465393066,52.440792083740234
10.987000465393066,52.769229888916016
10.987000465393066,52.96668243408203
10.985000610351562,52.8846321105957
10.985000610351562,52.623111724853516
10.984000205993652,52.14402389526367
10.99000072479248,52.06425476074219
10.98900032043457,52.0575065612793
10.98900032043457,51.98121643066406
10.987000465393066,52.0143928527832
10.987000465393066,51.960350036621094
10.987000465393066,52.03462219238281
10.988000869750977,51.775760650634766
10.988000869750977,51.50849914550781
10.988000869750977,51.940574645996094
10.988000869750977,52.18858337402344
10.98900032043457,51.99646759033203
10.988000869750977,51.922607421875
10.988000869750977,52.20773696899414
10.988000869750977,52.01984786987305
10.903000831604004,52.23844909667969
10.943000793457031,52.253929138183594
10.94800090789795,52.214111328125
10.954000473022461,52.062255859375
10.95300006866455,52.13429641723633
10.955000877380371,52.2757568359375
10.950000762939453,51.98186111450195
10.950000762939453,51.4145622253418
10.94800090789795,51.35969161987305
10.952000617980957,51.392234802246094
10.945000648498535,49.82717514038086
10.940000534057617,49.98553466796875
10.941000938415527,51.01588821411133
10.945000648498535,51.10986328125
10.955000877380371,50.8575325012207
11.042000770568848,50.163429260253906
11.595000267028809,49.37331771850586
11.553000450134277,49.15475082397461
11.24000072479248,49.70539474487305
10.930000305175781,50.3619499206543
10.92300033569336,50.49578094482422
10.922000885009766,50.02762985229492
10.922000885009766,49.726104736328125
10.922000885009766,49.44063949584961
10.922000885009766,49.263580322265625
10.922000885009766,48.99650573730469
10.922000885009766,48.43655776977539
10.922000885009766,47.70724105834961
10.943000793457031,47.11231994628906
11.464000701904297,46.515869140625
12.194000244140625,46.05881118774414
12.188000679016113,45.999176025390625
12.169000625610352,46.73918914794922
12.145000457763672,47.7541618347168
12.145000457763672,48.640625
12.143000602722168,49.23745346069336
12.059000968933105,49.07170867919922
11.988000869750977,49.2133674621582
11.988000869750977,49.821197509765625
11.770000457763672,50.07111740112305
11.768000602722168,50.319976806640625
11.507000923156738,50.82132339477539
11.504000663757324,51.34377670288086
11.504000663757324,51.61471939086914
11.504000663757324,51.62034225463867
11.504000663757324,51.35669708251953
11.504000663757324,51.65753936767578
11.51200008392334,51.849552154541016
11.515000343322754,51.859954833984375
11.51300048828125,51.914398193359375
11.51300048828125,51.79262161254883
11.51300048828125,51.35240173339844
11.51300048828125,51.07903289794922
11.508000373840332,51.056514739990234
11.544000625610352,50.762229919433594
11.545000076293945,50.09396743774414
11.544000625610352,49.99024200439453
11.543000221252441,50.114830017089844
11.540000915527344,50.07795715332031
11.54800033569336,50.08097839355469
11.546000480651855,50.16951370239258
11.547000885009766,49.99715805053711
11.54800033569336,49.669349670410156
11.54900074005127,49.43986129760742
11.992000579833984,49.229530334472656
12.69800090789795,49.026466369628906
12.687000274658203,49.085445404052734
12.68600082397461,49.225364685058594
12.666000366210938,49.52532958984375
12.498000144958496,49.89111328125
12.351000785827637,50.827369689941406
12.337000846862793,51.4161376953125
12.261000633239746,52.191688537597656
12.220000267028809,52.910823822021484
12.199000358581543,53.56367492675781
12.199000358581543,54.013912200927734
12.19800090789795,54.51633834838867
12.19800090789795,55.21401596069336
12.154000282287598,55.533878326416016
11.802000999450684,55.79989242553711
11.802000999450684,56.0414924621582
11.802000999450684,56.15560531616211
11.802000999450684,56.037899017333984
11.802000999450684,56.18701171875
11.79900074005127,56.21318054199219
11.79900074005127,55.87615966796875
11.768000602722168,55.58464813232422
11.687000274658203,55.43647766113281
11.691000938415527,55.38884353637695
11.695000648498535,55.326698303222656
12.851000785827637,55.043087005615234
12.836000442504883,54.89139175415039
12.806000709533691,55.0662956237793
12.794000625610352,55.19916534423828
12.761000633239746,55.639652252197266
12.761000633239746,56.2611083984375
12.76300048828125,57.15407943725586
12.768000602722168,57.73889923095703
12.769001007080078,58.477569580078125
12.767000198364258,59.2868766784668
12.665000915527344,59.584739685058594
12.29900074005127,60.07577896118164
12.303000450134277,60.70452880859375
12.303000450134277,61.02165603637695
12.303000450134277,61.20293045043945
12.303000450134277,61.503658294677734
12.303000450134277,61.625118255615234
12.303000450134277,61.84656524658203
12.302000999450684,62.147789001464844
12.27500057220459,62.850494384765625
12.130000114440918,62.59345245361328
12.128000259399414,61.7648811340332
12.03700065612793,61.73430252075195
12.027000427246094,61.679466247558594
12.027000427246094,61.48185348510742
12.027000427246094,61.51683044433594
12.027000427246094,61.424957275390625
12.230000495910645,61.181339263916016
12.77500057220459,60.66761779785156
12.730000495910645,60.72663497924805
12.697000503540039,61.18473815917969
12.694000244140625,61.46784210205078
12.692000389099121,61.5153923034668
12.688000679016113,61.420753479003906
12.645000457763672,62.02280044555664
12.643000602722168,62.559207916259766
12.642000198364258,63.012046813964844
12.642000198364258,63.44350814819336
12.596000671386719,63.27034378051758
12.154000282287598,63.37378692626953
12.089000701904297,63.550323486328125
12.088000297546387,63.501380920410156
12.088000297546387,63.167442321777344
12.088000297546387,62.92218780517578
11.461000442504883,62.72345733642578
11.659000396728516,62.08209228515625
12.131000518798828,61.25395584106445
12.071000099182129,60.331787109375
12.075000762939453,59.850040435791016
12.074000358581543,59.393089294433594
12.07300090789795,58.95191955566406
12.07300090789795,58.56675338745117
12.072000503540039,57.97859573364258
12.07300090789795,57.48590850830078
12.135000228881836,56.932861328125
12.868000984191895,56.47159957885742
12.838000297546387,56.29102325439453
12.834000587463379,56.06830978393555
12.750000953674316,56.38160705566406
12.749000549316406,56.52397918701172
12.749000549316406,56.29107666015625
12.718000411987305,56.211124420166016
12.714000701904297,55.713836669921875
12.714000701904297,55.728614807128906
12.707000732421875,55.92231750488281
12.480000495910645,56.194366455078125
12.47900104522705,56.01179885864258
12.47900104522705,55.603939056396484
12.476000785827637,55.671485900878906
12.475000381469727,55.98389434814453
12.475000381469727,55.738189697265625
12.475000381469727,55.307289123535156
12.475000381469727,55.05232620239258
12.475000381469727,54.58986282348633
12.480000495910645,54.26921463012695
13.18600082397461,54.051998138427734
13.21500015258789,53.885398864746094
13.213000297546387,53.991539001464844
13.209000587463379,53.85375213623047
13.202000617980957,54.01924133300781
13.15000057220459,54.47175979614258
13.113000869750977,54.626033782958984
12.61400032043457,54.9400749206543
12.617000579833984,54.96261215209961
12.63800048828125,54.359962463378906
12.644001007080078,53.94969177246094
12.644001007080078,53.715301513671875
12.647000312805176,53.7076416015625
12.683000564575195,53.689571380615234
13.483000755310059,53.249446868896484
13.464000701904297,52.96353530883789
13.41200065612793,53.220638275146484
13.414000511169434,53.274200439453125
13.422000885009766,53.56250762939453
13.433000564575195,54.62572479248047
13.450000762939453,55.46294021606445
13.445000648498535,55.82809066772461
13.443000793457031,56.16314697265625
13.442000389099121,56.66712951660156
13.442000389099121,57.012882232666016
13.444000244140625,57.92929458618164
13.444000244140625,58.498558044433594
13.440000534057617,58.856117248535156
13.437000274658203,59.27667999267578
13.41100025177002,59.50328063964844
13.357000350952148,59.67112350463867
13.463000297546387,60.11275863647461
13.463000297546387,60.536869049072266
13.463000297546387,60.7183723449707
13.4660005569458,60.738712310791016
13.465001106262207,61.095523834228516
13.462000846862793,61.589317321777344
13.42300033569336,62.09873962402344
13.36500072479248,62.45437240600586
13.339000701904297,62.73390579223633
13.372000694274902,62.751625061035156
13.358000755310059,62.858333587646484
13.069000244140625,63.17756652832031
12.710000991821289,63.4329833984375
12.710000991821289,63.422054290771484
12.710000991821289,63.00783157348633
12.710000991821289,62.737789154052734
12.710000991821289,62.42502212524414
12.713000297546387,61.96817398071289
12.710000991821289,61.486900329589844
12.709000587463379,61.51712417602539
12.710000991821289,61.567665100097656
12.710000991821289,60.90212631225586
12.718000411987305,60.02058792114258
12.718000411987305,59.4495849609375
12.718000411987305,58.87260437011719
12.718000411987305,58.368507385253906
12.723000526428223,58.38987350463867
12.73900032043457,58.15568542480469
12.73900032043457,57.47120666503906
12.73900032043457,57.006988525390625
12.73900032043457,56.361175537109375
12.735000610351562,55.7589111328125
12.735000610351562,55.352691650390625
12.735000610351562,54.87177276611328
12.738000869750977,54.394134521484375
12.887001037597656,53.73472213745117
12.881000518798828,53.308738708496094
12.86400032043457,52.82728958129883
12.828001022338867,52.65553283691406
12.825000762939453,51.96800231933594
12.831000328063965,51.327144622802734
12.830000877380371,50.98731231689453
12.872000694274902,50.66511535644531
12.870000839233398,50.31727600097656
12.866000175476074,49.93860626220703
12.870000839233398,49.52314758300781
12.882000923156738,49.18873596191406
12.91300106048584,49.10578918457031
13.508000373840332,48.80183792114258
13.52500057220459,48.46122360229492
13.518000602722168,48.529258728027344
14.28800106048584,48.79510498046875
14.374000549316406,48.79043197631836
14.369000434875488,49.3341064453125
14.385000228881836,50.392730712890625
14.379000663757324,51.2714958190918
14.37700080871582,52.04027557373047
14.37700080871582,52.59511184692383
14.375000953674316,53.52497863769531
14.375000953674316,54.20606994628906
14.375000953674316,54.88079833984375
14.374000549316406,55.92568588256836
14.372000694274902,57.0718994140625
14.36600112915039,58.29520797729492
14.344000816345215,59.361236572265625
14.336000442504883,60.54536437988281
14.324000358581543,61.50233840942383
14.326000213623047,62.44460678100586
14.327000617980957,63.26573944091797
14.326000213623047,64.06588745117188
14.326000213623047,65.2724380493164
14.326000213623047,66.3233642578125
14.325000762939453,67.40227508544922
14.330000877380371,68.40851593017578
13.235000610351562,69.38009643554688
13.196001052856445,70.37418365478516
13.197000503540039,70.30691528320312
13.197000503540039,70.18778228759766
13.197000503540039,70.05988311767578
13.197000503540039,69.85499572753906
13.197000503540039,69.66035461425781
13.197000503540039,69.45059204101562
13.194000244140625,69.31426239013672
13.193000793457031,68.79438018798828
13.22700023651123,68.33720397949219
13.806000709533691,68.21202087402344
