ts,fixed threshold
1.6184864044189453,0.10000000149011612
1.2231099605560303,0.10000000149011612
0.961942195892334,0.10000000149011612
0.41332709789276123,0.10000000149011612
0.8767086267471313,0.10000000149011612
0.30735719203948975,0.10000000149011612
0.32872438430786133,0.10000000149011612
0.03910493850708008,0.10000000149011612
0.22910451889038086,0.10000000149011612
0.09127670526504517,0.10000000149011612
0.3508949279785156,0.10000000149011612
0.48089683055877686,0.10000000149011612
0.6112756729125977,0.10000000149011612
0.9491052627563477,0.10000000149011612
0.059103965759277344,0.10000000149011612
1.291275978088379,0.10000000149011612
0.7608957290649414,0.10000000149011612
0.27910423278808594,0.10000000149011612
0.22872447967529297,0.10000000149011612
0.07089519500732422,0.10000000149011612
0.06910514831542969,0.10000000149011612
0.5712767243385315,0.10000000149011612
0.11089611053466797,0.10000000149011612
0.08089447021484375,0.10000000149011612
0.19872474670410156,0.10000000149011612
0.9791040420532227,0.10000000149011612
0.3508949279785156,0.10000000149011612
0.9012766480445862,0.10000000149011612
0.13089656829833984,0.10000000149011612
0.029103398323059082,0.10000000149011612
0.7512741088867188,0.10000000149011612
0.850895881652832,0.10000000149011612
0.8608951568603516,0.10000000149011612
0.9812755584716797,0.10000000149011612
0.5408945083618164,0.10000000149011612
0.5591049194335938,0.10000000149011612
0.9187221527099609,0.10000000149011612
0.839106559753418,0.10000000149011612
0.8691024780273438,0.10000000149011612
0.8303434252738953,0.10000000149011612
1.2499592304229736,0.10000000149011612
1.3003408908843994,0.10000000149011612
0.940342128276825,0.10000000149011612
0.879960298538208,0.10000000149011612
0.8103410601615906,0.10000000149011612
1.0303423404693604,0.10000000149011612
1.879960298538208,0.10000000149011612
3.850342035293579,0.10000000149011612
1.7903406620025635,0.10000000149011612
0.06004023551940918,0.10000000149011612
0.2003423571586609,0.10000000149011612
0.02034205198287964,0.10000000149011612
0.20995831489562988,0.10000000149011612
0.2903425097465515,0.10000000149011612
0.7487229704856873,0.10000000149011612
0.4291067123413086,0.10000000149011612
0.1508960723876953,0.10000000149011612
0.4983416795730591,0.10000000149011612
0.22872352600097656,0.10000000149011612
0.021274566650390625,0.10000000149011612
0.011278033256530762,0.10000000149011612
0.1291055679321289,0.10000000149011612
0.07089698314666748,0.10000000149011612
0.3087243437767029,0.10000000149011612
0.6891050338745117,0.10000000149011612
0.05089569091796875,0.10000000149011612
0.2712782621383667,0.10000000149011612
0.5508928298950195,0.10000000149011612
1.098724365234375,0.10000000149011612
0.4087209105491638,0.10000000149011612
1.1708955764770508,0.10000000149011612
0.4108952283859253,0.10000000149011612
0.18872350454330444,0.10000000149011612
0.18910503387451172,0.10000000149011612
0.7308940887451172,0.10000000149011612
1.201279640197754,0.10000000149011612
1.2308931350708008,0.10000000149011612
0.7608966827392578,0.10000000149011612
0.5512733459472656,0.10000000149011612
1.0108957290649414,0.10000000149011612
