error,threshold
0.20439259707927704,0.0
0.0640764981508255,0.0
0.06395068764686584,0.0
0.05991630256175995,0.0
0.06448754668235779,0.0
0.06225188076496124,0.0
0.06336627900600433,0.0
0.05787310004234314,0.0
0.0570136159658432,0.0
0.06196482479572296,0.0
0.06069374084472656,0.0
0.06208299100399017,0.0
0.06146325170993805,0.0
0.05868704617023468,0.0
0.05802181363105774,0.0
0.061999425292015076,0.0
0.05969572067260742,0.0
0.05790333449840546,0.0
0.060643211007118225,0.0
0.057847484946250916,0.0
0.06021656095981598,0.0
0.05699121952056885,0.0
0.05773046612739563,0.0
0.05959530174732208,0.0
0.057107582688331604,0.0
0.058548107743263245,0.0
0.0588039755821228,0.0
0.06364010274410248,0.0
0.06203170120716095,0.0
0.06302417814731598,0.0
0.06232689321041107,0.0
0.06572376191616058,0.0
0.06210543215274811,0.0
0.05877263844013214,0.0
0.059030622243881226,0.0
0.0641055554151535,0.0
0.06246219575405121,0.0
0.06243564188480377,0.0
0.06312555074691772,0.0
0.05690513551235199,0.0
0.0522061288356781,0.0
0.06222286820411682,0.0
0.06221844255924225,0.0
0.0643603652715683,0.0
0.06370222568511963,0.0
0.06140965223312378,0.0
0.06504793465137482,0.0
0.06134830415248871,0.0
0.06435194611549377,0.0
0.061368972063064575,0.0
0.1983041763305664,0.0
0.062010809779167175,0.0
0.06630070507526398,0.0
0.06471189856529236,0.0
0.06382511556148529,0.0
0.059333860874176025,0.0
0.060740530490875244,0.0
0.05746626853942871,0.0
0.06511764228343964,0.0
0.06395937502384186,0.0
0.05950811505317688,0.0
0.06572610139846802,0.0
0.06409305334091187,0.0
0.06091944873332977,0.0
0.061960265040397644,0.0
0.05863034725189209,0.0
0.05939434468746185,0.0
0.061526596546173096,0.0
0.06290489435195923,0.0
0.06254182755947113,0.0
0.05965001881122589,0.0
0.06282244622707367,0.0
0.06167216598987579,0.0
0.06493134796619415,0.0
0.06323301792144775,0.0
0.058114826679229736,0.0
0.06222298741340637,0.0
0.06143715977668762,0.0
0.06035378575325012,0.0
0.05984969437122345,0.0
0.06085591018199921,0.0
0.05944801867008209,0.0
0.06369419395923615,0.0
0.06536445021629333,0.0
0.05964738130569458,0.0
0.06421816349029541,0.0
0.0631730705499649,0.0
0.06094333529472351,0.0
0.061272233724594116,0.0
0.05851997435092926,0.0
0.05889488756656647,0.0
0.06110432744026184,0.0
0.05721317231655121,0.0
0.05859927833080292,0.0
0.062140896916389465,0.0
0.06109628081321716,0.0
0.06440117955207825,0.0
0.06122298538684845,0.0
0.0595720112323761,0.0
0.06278182566165924,0.0
0.20397384464740753,0.0
0.061516210436820984,0.0
0.060120612382888794,0.0
0.06434430181980133,0.0
0.06381712853908539,0.0
0.06351761519908905,0.0
0.06309707462787628,0.0
0.06392714381217957,0.0
0.06396935880184174,0.0
0.05656655132770538,0.0
0.0611574649810791,0.0
0.055004507303237915,0.0
0.059621021151542664,0.0
0.057983770966529846,0.0
0.05478036403656006,0.0
0.05844002962112427,0.0
0.06364937126636505,0.0
0.0646672248840332,0.0
0.0631929486989975,0.0
0.06354868412017822,0.0
0.06425146758556366,0.0
0.06282810866832733,0.0
0.06010620296001434,0.0
0.05998995900154114,0.0
0.060898587107658386,0.0
0.05676768720149994,0.0
0.060032978653907776,0.0
0.05792023241519928,0.0
0.06129702925682068,0.0
0.0647372305393219,0.0
0.0631251186132431,0.0
0.061299532651901245,0.0
0.06301659345626831,0.0
0.06269672513008118,0.0
0.05982092022895813,0.0
0.05888022482395172,0.0
0.06414476037025452,0.0
0.06123873591423035,0.0
0.06766095757484436,0.0
0.06427076458930969,0.0
0.06613942980766296,0.0
0.057697027921676636,0.0
0.05761326849460602,0.0
0.06388717889785767,0.0
0.06187346577644348,0.0
0.057590097188949585,0.0
0.06502966582775116,0.0
0.06309449672698975,0.0
0.05762316286563873,0.0
0.055384546518325806,0.0
0.20119471848011017,0.0
0.06452436745166779,0.0
0.06034514307975769,0.0
0.06694678962230682,0.0
0.06817485392093658,0.0
0.06702226400375366,0.0
0.06292061507701874,0.0
0.062018632888793945,0.0
0.06088040769100189,0.0
0.05881024897098541,0.0
0.06481784582138062,0.0
0.06349807977676392,0.0
0.06088079512119293,0.0
0.0588943213224411,0.0
0.059062644839286804,0.0
0.05888105928897858,0.0
0.06199035048484802,0.0
0.0612502247095108,0.0
0.058876290917396545,0.0
0.0601588636636734,0.0
0.06374752521514893,0.0
0.06302697956562042,0.0
0.05859804153442383,0.0
0.058130472898483276,0.0
0.06271302700042725,0.0
0.06038641929626465,0.0
0.05889230966567993,0.0
0.06006588041782379,0.0
0.06325188279151917,0.0
0.0575418621301651,0.0
0.058029904961586,0.0
0.06141027808189392,0.0
0.058227211236953735,0.0
0.0597827285528183,0.0
0.0597827285528183,0.0
0.062090933322906494,0.0
0.062090933322906494,0.0
0.06432752311229706,0.0
0.05672973394393921,0.0
0.06141650676727295,0.0
0.06250634789466858,0.0
0.060636937618255615,0.0
0.06186620891094208,0.0
0.06299696862697601,0.0
0.062288492918014526,0.0
0.06287547945976257,0.0
0.06506301462650299,0.0
0.06078898906707764,0.0
0.06366945803165436,0.0
0.060962557792663574,0.0
0.20131593942642212,0.0
0.06450027227401733,0.0
0.06682048738002777,0.0
0.06281407177448273,0.0
0.06501099467277527,0.0
0.061501458287239075,0.0
0.058340176939964294,0.0
0.05972662568092346,0.0
0.06237153708934784,0.0
0.058057039976119995,0.0
0.06138193607330322,0.0
0.061796143651008606,0.0
0.06177496910095215,0.0
0.05849984288215637,0.0
0.060469239950180054,0.0
0.058093950152397156,0.0
0.0587058961391449,0.0
0.05910366773605347,0.0
0.06037430465221405,0.0
0.060566067695617676,0.0
0.06593003869056702,0.0
0.06552815437316895,0.0
0.06537286937236786,0.0
0.0627291202545166,0.0
0.06593553721904755,0.0
0.06379923224449158,0.0
0.06250709295272827,0.0
0.062420934438705444,0.0
0.061310455203056335,0.0
0.06056380271911621,0.0
0.0621614009141922,0.0
0.05771802365779877,0.0
0.05771802365779877,0.0
0.06456010043621063,0.0
0.0657505989074707,0.0
0.06454958021640778,0.0
0.05951903760433197,0.0
0.066756471991539,0.0
0.06150020658969879,0.0
0.06515541672706604,0.0
0.06515541672706604,0.0
0.059478774666786194,0.0
0.05910022556781769,0.0
0.0640006959438324,0.0
0.06647314131259918,0.0
0.06547588109970093,0.0
0.0699051022529602,0.0
0.06587256491184235,0.0
0.06611038744449615,0.0
0.06523638963699341,0.0
1.6583019495010376,0.0
0.06887288391590118,0.0
0.6814188957214355,0.0
1.4323861598968506,0.0
1.4396740198135376,0.0
1.434289813041687,0.0
1.4397152662277222,0.0
1.598854422569275,0.0
1.0760349035263062,0.0
0.954450249671936,0.0
0.5862061977386475,0.0
0.6662564277648926,0.0
0.8991036415100098,0.0
0.5955376625061035,0.0
0.9574451446533203,0.0
0.7240877151489258,0.0
0.7791042327880859,0.0
0.9404563903808594,0.0
1.554168701171875,0.0
1.3794798851013184,0.0
0.9007411003112793,0.0
1.0293254852294922,0.0
1.4974303245544434,0.0
0.9908599853515625,0.0
1.3167076110839844,0.0
1.5816917419433594,0.0
2.3240299224853516,0.0
1.8179407119750977,0.0
1.6308107376098633,0.0
2.908824920654297,0.0
1.8961658477783203,0.0
1.7735652923583984,0.0
1.6412372589111328,0.0
1.5381383895874023,0.0
1.4627494812011719,0.0
1.290924072265625,0.0
1.1852893829345703,0.0
1.1795024871826172,0.0
1.1780261993408203,0.0
0.9863624572753906,0.0
1.05609130859375,0.0
1.151437759399414,0.0
0.9029865264892578,0.0
0.7831516265869141,0.0
0.7407093048095703,0.0
0.44443702697753906,0.0
0.4260826110839844,0.0
0.3791236877441406,0.0
0.21109390258789062,0.0
0.22493743896484375,0.0
0.8454246520996094,0.0
0.022586822509765625,0.0
0.029964447021484375,0.0
0.5268745422363281,0.0
0.7665481567382812,0.0
0.8135452270507812,0.0
0.6937141418457031,0.0
0.6937141418457031,0.0
0.7222175598144531,0.0
0.7366218566894531,0.0
0.5877952575683594,0.0
0.5037269592285156,0.0
0.6746292114257812,0.0
0.4802360534667969,0.0
0.4797935485839844,0.0
0.4691810607910156,0.0
0.4390144348144531,0.0
0.430328369140625,0.0
0.3833961486816406,0.0
0.4230804443359375,0.0
0.42659759521484375,0.0
0.4697608947753906,0.0
0.4697608947753906,0.0
0.5011787414550781,0.0
0.5370292663574219,0.0
0.5813941955566406,0.0
0.6177101135253906,0.0
0.717315673828125,0.0
0.717315673828125,0.0
0.9079360961914062,0.0
0.7365188598632812,0.0
0.9587974548339844,0.0
1.108062744140625,0.0
0.9371261596679688,0.0
1.4302597045898438,0.0
0.9169845581054688,0.0
1.2485733032226562,0.0
1.4373550415039062,0.0
1.6226997375488281,0.0
1.93731689453125,0.0
1.5923347473144531,0.0
1.4045486450195312,0.0
2.034435272216797,0.0
1.1951904296875,0.0
1.9875984191894531,0.0
1.0549354553222656,0.0
1.7912979125976562,0.0
1.6918792724609375,0.0
1.2556419372558594,0.0
1.3837471008300781,0.0
0.5144500732421875,0.0
1.727325439453125,0.0
1.8522491455078125,0.0
1.3553543090820312,0.0
1.6272811889648438,0.0
1.4891433715820312,0.0
1.3325653076171875,0.0
1.5258026123046875,0.0
1.4691238403320312,0.0
1.3920364379882812,0.0
1.5564804077148438,0.0
1.445587158203125,0.0
1.5496063232421875,0.0
1.6567306518554688,0.0
1.6751174926757812,0.0
1.4271697998046875,0.0
1.772064208984375,0.0
1.65576171875,0.0
1.5613861083984375,0.0
1.7227630615234375,0.0
1.63446044921875,0.0
1.5590744018554688,0.0
1.6228713989257812,0.0
1.5360031127929688,0.0
1.6587905883789062,0.0
1.4587326049804688,0.0
1.4416046142578125,0.0
1.5481948852539062,0.0
1.1926193237304688,0.0
1.2399063110351562,0.0
1.1690826416015625,0.0
0.8741455078125,0.0
0.8266830444335938,0.0
0.6251678466796875,0.0
0.4348297119140625,0.0
0.3299102783203125,0.0
0.24517059326171875,0.0
0.1982421875,0.0
0.05243682861328125,0.0
0.0341949462890625,0.0
0.067901611328125,0.0
0.1385040283203125,0.0
0.1385040283203125,0.0
0.203033447265625,0.0
0.17014312744140625,0.0
0.20441436767578125,0.0
0.1936492919921875,0.0
0.20523834228515625,0.0
0.287567138671875,0.0
0.27362823486328125,0.0
0.736328125,0.0
0.7475433349609375,0.0
0.36644744873046875,0.0
0.37967681884765625,0.0
0.30815887451171875,0.0
0.38237762451171875,0.0
0.29852294921875,0.0
0.22743988037109375,0.0
0.22743988037109375,0.0
0.20720672607421875,0.0
0.21529388427734375,0.0
0.0978546142578125,0.0
0.073577880859375,0.0
