error,threshold
0.2662983536720276,0.0
0.036791443824768066,0.0
0.0038429349660873413,0.0
0.012776821851730347,0.0
0.022136777639389038,0.0
0.019835591316223145,0.0
0.021070346236228943,0.0
0.02276948094367981,0.0
0.02235056459903717,0.0
0.023569032549858093,0.0
0.022592991590499878,0.0
0.024759948253631592,0.0
0.022691160440444946,0.0
0.02293701469898224,0.0
0.019255369901657104,0.0
0.019770115613937378,0.0
0.0230008065700531,0.0
0.023507222533226013,0.0
0.026374831795692444,0.0
0.02002684772014618,0.0
0.02098715305328369,0.0
0.024383381009101868,0.0
0.02337515354156494,0.0
0.02233991026878357,0.0
0.027002766728401184,0.0
0.02420148253440857,0.0
0.022511586546897888,0.0
0.026326730847358704,0.0
0.023159697651863098,0.0
0.022413328289985657,0.0
0.024929821491241455,0.0
0.020189836621284485,0.0
0.022026807069778442,0.0
0.019183844327926636,0.0
0.02385157346725464,0.0
0.02235773205757141,0.0
0.020978137850761414,0.0
0.01995512843132019,0.0
0.02112811803817749,0.0
0.022775620222091675,0.0
0.024739757180213928,0.0
0.02420705556869507,0.0
0.02207525074481964,0.0
0.017468661069869995,0.0
0.021912768483161926,0.0
0.02303747832775116,0.0
0.022111698985099792,0.0
0.025681272149086,0.0
0.025458797812461853,0.0
0.020994916558265686,0.0
0.2667449116706848,0.0
0.034653618931770325,0.0
0.0011725127696990967,0.0
0.019266769289970398,0.0
0.022126585245132446,0.0
0.02144433557987213,0.0
0.02400505542755127,0.0
0.025355100631713867,0.0
0.024934276938438416,0.0
0.025191515684127808,0.0
0.022835642099380493,0.0
0.021830782294273376,0.0
0.021777912974357605,0.0
0.021605417132377625,0.0
0.02295348048210144,0.0
0.023334577679634094,0.0
0.022100597620010376,0.0
0.02114902436733246,0.0
0.027255520224571228,0.0
0.02371479570865631,0.0
0.022113919258117676,0.0
0.024804025888442993,0.0
0.021433576941490173,0.0
0.02393336594104767,0.0
0.023072168231010437,0.0
0.025238037109375,0.0
0.023857533931732178,0.0
0.02807307243347168,0.0
0.020733460783958435,0.0
0.019660666584968567,0.0
0.025656312704086304,0.0
0.023833200335502625,0.0
0.023712530732154846,0.0
0.0251237154006958,0.0
0.02189353108406067,0.0
0.022440969944000244,0.0
0.02196866273880005,0.0
0.02075876295566559,0.0
0.02360530197620392,0.0
0.02161826193332672,0.0
0.021270349621772766,0.0
0.020918115973472595,0.0
0.018796473741531372,0.0
0.017731741070747375,0.0
0.020517945289611816,0.0
0.020657554268836975,0.0
0.01696738600730896,0.0
0.01892922818660736,0.0
0.025118038058280945,0.0
0.024105504155158997,0.0
0.2638011872768402,0.0
0.03136801719665527,0.0
0.0029394179582595825,0.0
0.019666537642478943,0.0
0.02367939054965973,0.0
0.02310289442539215,0.0
0.024314671754837036,0.0
0.020237848162651062,0.0
0.018749535083770752,0.0
0.024712294340133667,0.0
0.026912301778793335,0.0
0.023167327046394348,0.0
0.022017285227775574,0.0
0.017841994762420654,0.0
0.023790791630744934,0.0
0.02223306894302368,0.0
0.02421891689300537,0.0
0.022768422961235046,0.0
0.024113178253173828,0.0
0.019388705492019653,0.0
0.023480534553527832,0.0
0.02214464545249939,0.0
0.02459290623664856,0.0
0.027733638882637024,0.0
0.024232447147369385,0.0
0.01973426342010498,0.0
0.021594643592834473,0.0
0.027349814772605896,0.0
0.02612118422985077,0.0
0.02312639355659485,0.0
0.023244380950927734,0.0
0.016863584518432617,0.0
0.018218383193016052,0.0
0.02042001485824585,0.0
0.020629972219467163,0.0
0.021528661251068115,0.0
0.022242456674575806,0.0
0.017215460538864136,0.0
0.018530070781707764,0.0
0.019741177558898926,0.0
0.015647634863853455,0.0
0.01630854606628418,0.0
0.01188477873802185,0.0
0.04196743667125702,0.0
0.017353922128677368,0.0
0.2599215507507324,0.0
1.519831657409668,0.0
1.4232670068740845,0.0
1.8233089447021484,0.0
0.7532766461372375,0.0
0.5200014114379883,0.0
0.5992211103439331,0.0
0.6691293120384216,0.0
0.16481366753578186,0.0
0.06396760046482086,0.0
0.48750039935112,0.0
0.23005808889865875,0.0
0.6635149717330933,0.0
0.9034494161605835,0.0
0.986596941947937,0.0
1.6100690364837646,0.0
0.975590705871582,0.0
0.48842889070510864,0.0
0.7814661264419556,0.0
0.6700032353401184,0.0
0.5549776554107666,0.0
0.661233127117157,0.0
0.3925437331199646,0.0
1.6984877586364746,0.0
1.6213135719299316,0.0
2.458533763885498,0.0
1.6681110858917236,0.0
1.0040724277496338,0.0
2.843008279800415,0.0
2.2345640659332275,0.0
1.564009666442871,0.0
1.675713300704956,0.0
2.0130763053894043,0.0
0.8491015434265137,0.0
0.6167030334472656,0.0
2.6181297302246094,0.0
1.0401268005371094,0.0
0.7991242408752441,0.0
1.4248881340026855,0.0
2.1221938133239746,0.0
1.394205093383789,0.0
1.7819137573242188,0.0
2.93154239654541,0.0
2.9414682388305664,0.0
2.8560075759887695,0.0
3.097288131713867,0.0
0.23836040496826172,0.0
0.2345895767211914,0.0
2.3558826446533203,0.0
3.0176897048950195,0.0
2.2472219467163086,0.0
1.4251899719238281,0.0
0.8105344772338867,0.0
1.6673564910888672,0.0
2.511890411376953,0.0
1.019674301147461,0.0
1.1668624877929688,0.0
1.5936613082885742,0.0
2.2654504776000977,0.0
2.26336669921875,0.0
2.1191415786743164,0.0
1.9489727020263672,0.0
1.9213886260986328,0.0
1.1153507232666016,0.0
