t,tsNoAbs,error
0.018857143819332123,-0.7831780314445496,0.0
0.014857142232358456,-0.8132922649383545,0.0
0.019857142120599747,-0.8128495812416077,0.0
0.03500000014901161,-0.7983239889144897,0.0
0.04600000008940697,-0.7878888249397278,0.0
0.06628571450710297,-0.7676030993461609,0.0
0.07857143133878708,-0.7553173899650574,0.0
0.08371428400278091,-0.7501745223999023,0.0
0.09300000220537186,-0.7408888339996338,0.0
0.09957142919301987,-0.734317421913147,0.0
0.11071428656578064,-0.7231745719909668,0.0
0.12557142972946167,-0.7083173990249634,0.0
0.14228571951389313,-0.6916031241416931,0.0
0.16085714101791382,-0.6730316877365112,0.0
0.15714286267757416,-0.6767459511756897,0.0
0.16614286601543427,-0.6677459478378296,0.0
0.19442856311798096,-0.6394602656364441,0.0
0.2151428610086441,-0.6187459826469421,0.0
0.22100000083446503,-0.6128888130187988,0.0
0.22757142782211304,-0.606317400932312,0.0
0.23842857778072357,-0.5954602360725403,0.0
0.24728570878505707,-0.5866031050682068,0.0
0.2652857005596161,-0.5686031579971313,0.0
0.2767142951488495,-0.557174563407898,0.0
0.28771427273750305,-0.5461745262145996,0.0
0.2947142720222473,-0.5391745567321777,0.0
0.2905714213848114,-0.543317437171936,0.0
0.30542856454849243,-0.5284602642059326,0.0
0.32814285159111023,-0.5057460069656372,0.0
0.33985716104507446,-0.4940316677093506,0.0
0.34928572177886963,-0.4846031069755554,0.0
0.36985713243484497,-0.4640316963195801,0.0
0.3918571472167969,-0.4420316815376282,0.0
0.414000004529953,-0.41988882422447205,0.0
0.43785715103149414,-0.3960316777229309,0.0
0.4554285705089569,-0.37846025824546814,0.0
0.45728570222854614,-0.3766031265258789,0.0
0.45399999618530273,-0.3798888325691223,0.0
0.4518571197986603,-0.38203170895576477,0.0
0.44928571581840515,-0.3846031129360199,0.0
0.4471428394317627,-0.38674598932266235,0.0
0.4389999806880951,-0.39488884806632996,0.0
0.430142879486084,-0.40374594926834106,0.0
0.42642858624458313,-0.4074602425098419,0.0
0.4235714375972748,-0.41031739115715027,0.0
0.42171430587768555,-0.4121745228767395,0.0
0.41671428084373474,-0.4171745479106903,0.0
0.39957141876220703,-0.434317409992218,0.0
0.35428571701049805,-0.479603111743927,0.0
0.3384285867214203,-0.49546024203300476,0.0
0.3490000069141388,-0.48488882184028625,0.0
0.35585713386535645,-0.4780316948890686,0.0
0.365285724401474,-0.46860310435295105,0.0
0.3720000088214874,-0.4618888199329376,0.0
0.3775714337825775,-0.45631739497184753,0.0
0.376714289188385,-0.45717453956604004,0.0
0.3804285526275635,-0.4534602761268616,0.0
0.39242854714393616,-0.4414602816104889,0.0
0.3951428532600403,-0.43874597549438477,0.0
0.4017142951488495,-0.43217453360557556,0.0
0.41185712814331055,-0.4220317006111145,0.0
0.42185714840888977,-0.4120316803455353,0.0
0.42985713481903076,-0.4040316939353943,0.0
0.4407142996788025,-0.39317452907562256,0.0
0.44614285230636597,-0.3877459764480591,0.0
0.44614285230636597,-0.3877459764480591,0.0
0.4567142724990845,-0.3771745562553406,0.0
0.47042858600616455,-0.3634602427482605,0.0
0.48814281821250916,-0.3457460105419159,0.0
0.48228567838668823,-0.3516031503677368,0.0
0.4862857162952423,-0.34760311245918274,0.0
0.5128571391105652,-0.32103168964385986,0.0
0.5285714268684387,-0.30531740188598633,0.0
0.5357142686843872,-0.29817456007003784,0.0
0.5428571701049805,-0.2910316586494446,0.0
