t,tsNoAbs,error
0.015072028152644634,-0.9161182641983032,0.0
0.019521862268447876,-0.8041465282440186,0.0
0.02112947404384613,-0.7909505367279053,0.0
0.011632283218204975,-0.8120357394218445,0.0
0.014442399144172668,-0.8124457001686096,0.0
0.017483044415712357,-0.80876225233078,0.0
0.009220262989401817,-0.813160240650177,0.0
0.030179277062416077,-0.7857632637023926,0.0
0.06083174794912338,-0.7460986375808716,0.0
0.06495927274227142,-0.7271608114242554,0.0
0.05880009010434151,-0.7230192422866821,0.0
0.05835086107254028,-0.7241121530532837,0.0
0.06637952476739883,-0.7225225567817688,0.0
0.08676785230636597,-0.7117915749549866,0.0
0.09814981371164322,-0.7119974493980408,0.0
0.09657438099384308,-0.7258061170578003,0.0
0.10491859912872314,-0.7296943068504333,0.0
0.12008509784936905,-0.726118266582489,0.0
0.1324792504310608,-0.7253138422966003,0.0
0.14282572269439697,-0.7252686023712158,0.0
0.15202440321445465,-0.7257270812988281,0.0
0.14486688375473022,-0.7412541508674622,0.0
0.1496749222278595,-0.7448170185089111,0.0
0.16463713347911835,-0.742730975151062,0.0
0.17112226784229279,-0.7356017827987671,0.0
0.1706787645816803,-0.7418406009674072,0.0
0.1734779179096222,-0.742260217666626,0.0
0.1771034300327301,-0.7450729608535767,0.0
0.1858016401529312,-0.7428154349327087,0.0
0.1957763135433197,-0.743139386177063,0.0
0.20470795035362244,-0.7400051355361938,0.0
0.21680930256843567,-0.7330527305603027,0.0
0.2304094135761261,-0.721383810043335,0.0
0.22986045479774475,-0.7187126874923706,0.0
0.24294960498809814,-0.6998304724693298,0.0
0.25070199370384216,-0.6920762062072754,0.0
0.2500121593475342,-0.6959883570671082,0.0
0.26189985871315,-0.6905373334884644,0.0
0.27313536405563354,-0.6844537258148193,0.0
0.29618337750434875,-0.6646236181259155,0.0
0.31428277492523193,-0.650386393070221,0.0
0.31729263067245483,-0.6544606685638428,0.0
0.3374703824520111,-0.636857271194458,0.0
0.33779147267341614,-0.6384693384170532,0.0
0.33306288719177246,-0.6444855332374573,0.0
0.3492000699043274,-0.6296350955963135,0.0
0.3630657494068146,-0.617699384689331,0.0
0.37641024589538574,-0.6088621020317078,0.0
0.39697766304016113,-0.5953772664070129,0.0
0.4150053560733795,-0.5792804956436157,0.0
0.4328605532646179,-0.5614268779754639,0.0
0.441743940114975,-0.5531879663467407,0.0
0.45562925934791565,-0.5457395315170288,0.0
0.49001556634902954,-0.5139290690422058,0.0
0.5170124173164368,-0.4920821785926819,0.0
0.5389277935028076,-0.47338712215423584,0.0
0.5677209496498108,-0.44974321126937866,0.0
0.6084323525428772,-0.41289621591567993,0.0
0.6423662304878235,-0.3847551941871643,0.0
0.6678392291069031,-0.36572104692459106,0.0
0.6836802363395691,-0.35631853342056274,0.0
0.6972666382789612,-0.3478831648826599,0.0
0.7164588570594788,-0.3299785256385803,0.0
0.7313633561134338,-0.3234460949897766,0.0
0.747822642326355,-0.31792962551116943,0.0
0.7634495496749878,-0.2997279167175293,0.0
0.7840417623519897,-0.28299903869628906,0.0
0.8046269416809082,-0.2585519552230835,0.0
0.823593258857727,-0.23958563804626465,0.0
0.8507155179977417,-0.21503674983978271,0.0
0.8808422088623047,-0.18748676776885986,0.0
0.9145385026931763,-0.15700900554656982,0.0
