t,sum
0.02599850855767727,0.7560803294181824
0.0384790301322937,0.713585615158081
0.05289749056100845,0.7142305970191956
0.06175514683127403,0.7129417061805725
0.07218214869499207,0.7058612108230591
0.09080665558576584,0.7155183553695679
0.10470228642225266,0.742560625076294
0.12107139080762863,0.8101630806922913
0.13899055123329163,0.8204649090766907
0.1433141827583313,0.8204649090766907
0.1540776789188385,0.8204649090766907
0.15916934609413147,0.8211074471473694
0.16183318197727203,0.8211086392402649
0.17884859442710876,0.8211074471473694
0.18424518406391144,0.8204637169837952
0.1927850991487503,0.8198195695877075
0.20263758301734924,0.8198195695877075
0.21405740082263947,0.8191761374473572
0.22757713496685028,0.8191761374473572
0.23854556679725647,0.8191767930984497
0.2408389002084732,0.8198195695877075
0.24316957592964172,0.8198195695877075
0.2506296634674072,0.8198195695877075
0.26796579360961914,0.8191761374473572
0.2829045355319977,0.8191761374473572
0.3046334385871887,0.8191761374473572
0.3207342028617859,0.8185329437255859
0.34474000334739685,0.8185319900512695
0.36924219131469727,0.817245364189148
0.38588425517082214,0.8166016340255737
0.4003390371799469,0.8166016340255737
0.41036564111709595,0.8172434568405151
0.417881041765213,0.8172434568405151
0.4352704584598541,0.8166016340255737
0.45329907536506653,0.8166012167930603
0.46448105573654175,0.81595778465271
0.48942869901657104,0.8159575462341309
0.5146746635437012,0.8159562945365906
0.556820273399353,0.8153140544891357
0.5911398530006409,0.8153137564659119
0.6251309514045715,0.815312385559082
0.6651008725166321,0.8146705031394958
0.7032121419906616,0.8146699070930481
0.745253324508667,0.8140267729759216
0.7964338064193726,0.8140261173248291
0.8536809086799622,0.8140248656272888
0.913768470287323,0.8133810758590698
0.976113498210907,0.8127380013465881
1.0274688005447388,0.8120942115783691
1.0608307123184204,0.8120938539505005
1.0705714225769043,0.8120938539505005
1.070397973060608,0.8120938539505005
1.0604370832443237,0.8114506602287292
1.0487582683563232,0.8108068704605103
1.0353161096572876,0.8108062148094177
1.0109604597091675,0.8108059763908386
0.9848147034645081,0.8108059763908386
0.9621105790138245,0.8108062148094177
0.9376922845840454,0.8108062148094177
0.9130809903144836,0.8108059763908386
0.8957184553146362,0.8101627826690674
0.8858751654624939,0.8101608157157898
0.8717829585075378,0.8095186948776245
0.8557835221290588,0.8095183372497559
0.8411887884140015,0.8095170855522156
0.826265811920166,0.8095183372497559
0.8130843043327332,0.8095186948776245
0.8079326152801514,0.8095183372497559
0.801173985004425,0.8082316517829895
0.7936198115348816,0.8075882792472839
0.7898078560829163,0.8075882792472839
0.7978881597518921,0.8082310557365417
0.8008363842964172,0.8082298636436462
0.7974230051040649,0.8075879216194153
0.7977740168571472,0.8075858950614929
0.7993928790092468,0.806943953037262
0.8010830283164978,0.8062987327575684
0.8017922043800354,0.8050110340118408
0.8000914454460144,0.8030804991722107
0.798416256904602,0.803724467754364
0.7974332571029663,0.8056548237800598
0.7942518591880798,0.8056566715240479
0.7948019504547119,0.8056566715240479
0.8000873923301697,0.8056554794311523
0.8030527234077454,0.8056552410125732
0.7993655204772949,0.8056552410125732
0.7957819104194641,0.8056552410125732
0.7949286103248596,0.8056550025939941
0.8016497492790222,0.8050133585929871
0.7978304028511047,0.8050116896629333
0.7964727282524109,0.8043683767318726
0.7979150414466858,0.8043683767318726
0.796166718006134,0.8037236928939819
0.7985998392105103,0.8043674826622009
0.80108243227005,0.8050133585929871
0.7997843027114868,0.8037244081497192
0.7984476685523987,0.8024367094039917
0.7952126264572144,0.8030798435211182
0.7956815958023071,0.8005054593086243
0.8003033399581909,0.7979309558868408
0.8051255941390991,0.879092276096344
0.8022481203079224,0.8531076312065125
0.8004153370857239,0.8552362322807312
0.7897027134895325,0.8446855545043945
0.7913329601287842,0.8383583426475525
0.7973589897155762,0.843006432056427
0.7977504730224609,0.8499547839164734
0.7987877130508423,0.8476943373680115
0.7954061031341553,0.8513100743293762
0.7895407676696777,0.8507789969444275
0.7882219552993774,0.8552334308624268
0.7840803861618042,0.858022153377533
0.7840652465820312,0.8580425381660461
0.7842850685119629,0.8551097512245178
0.7793695330619812,0.8506617546081543
0.7790386080741882,0.8443127274513245
0.785258412361145,0.8361315131187439
0.7826772928237915,0.8262569308280945
0.783403217792511,0.8147911429405212
0.7806379199028015,0.8027591705322266
0.7796230912208557,0.7885546088218689
0.7797344326972961,0.7766761183738708
0.7762215733528137,0.7896625995635986
0.7706548571586609,0.8156013488769531
0.7734054327011108,0.8231082558631897
0.773697555065155,0.8199756741523743
0.7714211940765381,0.8250496983528137
0.7718788981437683,0.8143218159675598
0.77182936668396,0.8093262314796448
0.7725096344947815,0.8187869191169739
0.7730399966239929,0.8314045667648315
0.7696748971939087,0.8265460133552551
0.7706839442253113,0.8174970746040344
0.7647488713264465,0.8132960796356201
0.7477526664733887,0.8121102452278137
0.7515429258346558,0.813408613204956
0.7618410587310791,0.8169017434120178
0.7618301510810852,0.8198347687721252
0.7609861493110657,0.8574922680854797
0.7588693499565125,0.8650768399238586
0.7586877942085266,0.8790165185928345
0.7584905624389648,0.8780094981193542
0.7526729106903076,0.900702178478241
0.7508040070533752,0.8867414593696594
0.7536012530326843,0.8941628336906433
0.7558586597442627,0.8940237164497375
0.7515313029289246,0.8957341313362122
0.7486040592193604,0.8774203062057495
0.7452977895736694,0.8364353775978088
0.7441814541816711,0.8250453472137451
0.7441945672035217,0.8643167018890381
0.7459225058555603,0.8871479630470276
0.7434048652648926,0.8921917080879211
0.7422334551811218,0.8772486448287964
0.7492885589599609,0.868502676486969
0.7542706727981567,0.8576102256774902
0.7569799423217773,0.8452757000923157
0.7549238204956055,0.8330219388008118
0.7534741163253784,0.8316411972045898
0.7588003277778625,0.8463628888130188
0.7628394961357117,0.8701542615890503
0.7642533779144287,0.8940255045890808
0.7667734026908875,0.9039539694786072
0.7673953175544739,0.9031484723091125
0.7664768099784851,0.8979995846748352
0.7656765580177307,0.890213131904602
0.7652665972709656,0.8874981999397278
0.7641860842704773,0.882917046546936
0.7632080316543579,0.8792077302932739
0.7686932682991028,0.8779548406600952
0.7726845145225525,0.88524329662323
0.7746484279632568,0.8907657265663147
0.7701826691627502,0.9004287123680115
0.767389178276062,0.9056702256202698
0.7614094018936157,0.904885470867157
0.7607730031013489,0.9020500183105469
0.762664794921875,0.8984770774841309
0.7577452659606934,0.8955431580543518
0.7476736307144165,0.8924685120582581
0.7453275322914124,0.8894568085670471
0.7435113191604614,0.8890672922134399
0.7372509241104126,0.8865918517112732
0.7366428971290588,0.876348614692688
0.7439839243888855,0.8761778473854065
0.754236102104187,0.8798655867576599
0.7612496614456177,0.8806223273277283
0.7642546892166138,0.8810696005821228
0.7655835151672363,0.8832864761352539
0.7622889280319214,0.8780937194824219
0.7601807713508606,0.8717147707939148
0.7679082751274109,0.8683499097824097
0.7721302509307861,0.8691028952598572
0.7716739773750305,0.864571750164032
0.7733836770057678,0.8571745753288269
0.7751725912094116,0.8523139357566833
0.7783021330833435,0.8525959849357605
0.7926079034805298,0.8516913652420044
0.8030439019203186,0.850700318813324
0.8060673475265503,0.8481799364089966
0.810379147529602,0.845321774482727
0.8115044236183167,0.7287811040878296
0.8058652877807617,0.7125582098960876
0.8037147521972656,0.726179301738739
0.8032978177070618,0.7333688139915466
0.7991673946380615,0.7276398539543152
0.7956135869026184,0.7274408340454102
0.7972010374069214,0.7226229310035706
0.8038522601127625,0.7108365893363953
0.8032819628715515,0.7058302760124207
0.8023808598518372,0.702795684337616
0.7977470755577087,0.699251115322113
0.7971938848495483,0.6943756937980652
0.7912257313728333,0.6840122938156128
0.7768617868423462,0.66652911901474
0.774010181427002,0.6612643599510193
0.7753867506980896,0.6813673377037048
0.7621347308158875,0.7006277441978455
0.7504523992538452,0.7018409371376038
0.7628818154335022,0.6995577216148376
0.7656695246696472,0.7048833966255188
0.7576894760131836,0.7293064594268799
0.7536826729774475,0.7337711453437805
0.7520816922187805,0.733834981918335
0.7482520937919617,0.7327666878700256
0.744809091091156,0.7219026684761047
0.7408699989318848,0.7180378437042236
0.7354215979576111,0.723689615726471
0.7335432767868042,0.7332985997200012
0.7300280928611755,0.7437546849250793
0.7234459519386292,0.7526950836181641
0.7183828949928284,0.7588925957679749
0.715773344039917,0.7636800408363342
0.7133146524429321,0.7673702836036682
0.7058112025260925,0.7696090340614319
0.705172061920166,0.7732573747634888
0.7079534530639648,0.7729139924049377
0.7090604901313782,0.7800609469413757
0.7134183645248413,0.7802942395210266
0.7139278650283813,0.7595062851905823
0.7134048342704773,0.7597320675849915
0.7136171460151672,0.7624319791793823
0.7157266736030579,0.7643604874610901
0.7169939279556274,0.7430667281150818
0.7190679311752319,0.7677504420280457
0.7201935052871704,0.75343257188797
0.7221887707710266,0.7644959688186646
0.7158582806587219,0.7545393109321594
0.7097959518432617,0.7591028213500977
0.7109827399253845,0.7500150799751282
0.7168477773666382,0.7406848073005676
0.7158504128456116,0.7583272457122803
0.711906909942627,0.755849301815033
0.7059107422828674,0.7557728886604309
0.7039617896080017,0.7526779770851135
0.7060918807983398,0.7501707673072815
0.7060917019844055,0.7489069104194641
0.709520697593689,0.7487245798110962
0.7071789503097534,0.7422535419464111
0.7086593508720398,0.7357134222984314
0.7130976915359497,0.7408755421638489
0.7157659530639648,0.7581263184547424
0.714657187461853,0.7779479622840881
0.7111231088638306,0.7913722395896912
0.7046489715576172,0.7994218468666077
0.7035710215568542,0.8001126646995544
0.7034798264503479,0.7976483106613159
0.702448844909668,0.7942081689834595
0.7028971910476685,0.7871149182319641
0.7021669149398804,0.7849136590957642
0.7031705975532532,0.7874553799629211
0.6996724605560303,0.8004079461097717
0.6960607767105103,0.8103641867637634
0.7018996477127075,0.8250256180763245
0.7052510976791382,0.8315832018852234
0.7026549577713013,0.832629919052124
0.7016568779945374,0.8315340876579285
0.7055099606513977,0.8309796452522278
0.7029709219932556,0.8294065594673157
0.7059249877929688,0.8281828761100769
0.7061342000961304,0.8265125155448914
0.7055960893630981,0.8335404396057129
0.703544020652771,0.8280460238456726
0.7045175433158875,0.8341943621635437
0.706429123878479,0.8352773189544678
0.70245760679245,0.8409956693649292
0.6947913765907288,0.8356727957725525
0.6940498948097229,0.83284592628479
0.6944896578788757,0.8245121836662292
0.6733402013778687,0.8174545168876648
0.6754801869392395,0.813235342502594
0.6894038915634155,0.8146125674247742
0.690673828125,0.8124980330467224
0.6872639656066895,0.8011247515678406
0.6778841614723206,0.8006879091262817
0.6672070026397705,0.8005852699279785
0.6642534136772156,0.8005214333534241
0.6716945171356201,0.7997483611106873
0.6805669069290161,0.7987763285636902
0.682375431060791,0.7962490916252136
0.6760490536689758,0.7937275767326355
0.6719743609428406,0.8242712616920471
0.6681167483329773,0.7941023707389832
0.6657240390777588,0.7688010931015015
0.6621149182319641,0.7683237791061401
0.6545480489730835,0.773338258266449
0.6446924209594727,0.7600601315498352
0.636652946472168,0.7629316449165344
0.628592848777771,0.7897337675094604
0.6224163770675659,0.7972897887229919
0.6216104626655579,0.796421468257904
0.6316106915473938,0.8045084476470947
0.6453264951705933,0.8130385279655457
0.6573057174682617,0.8026191592216492
0.6653710007667542,0.7978870868682861
0.6631311774253845,0.7944044470787048
0.6650454998016357,0.7902540564537048
0.673259437084198,0.7857274413108826
0.6766366958618164,0.7801812291145325
0.6799997091293335,0.7721094489097595
0.6867746114730835,0.7601583003997803
0.6938348412513733,0.7646445631980896
0.697496235370636,0.7885622978210449
0.6975721716880798,0.7992767691612244
0.6940094232559204,0.8038008809089661
0.6980748772621155,0.8078157901763916
0.7006696462631226,0.8093726634979248
0.7008101940155029,0.8109765648841858
0.7015458941459656,0.8146616816520691
0.6999002695083618,0.817037045955658
0.6939513683319092,0.807360053062439
0.69025719165802,0.8317274451255798
0.6899529099464417,0.8638948798179626
0.6859760880470276,0.8826699256896973
0.6769455075263977,0.8969584107398987
0.6755437850952148,0.9078865051269531
0.6772274374961853,0.9165580868721008
0.676729142665863,0.9219260215759277
0.6767699718475342,0.9209235310554504
0.6779664158821106,0.9190371632575989
0.6756372451782227,0.9165387153625488
0.6712074279785156,0.9134027361869812
0.6681062579154968,0.9248702526092529
0.6652639508247375,0.927927553653717
0.6625198125839233,0.936350405216217
0.6633168458938599,0.9336846470832825
0.6652076244354248,0.9286578297615051
0.6692612171173096,0.9196317195892334
0.6742042303085327,0.9112277626991272
0.6868563294410706,0.9233704209327698
0.6948126554489136,0.9075775742530823
0.7052930593490601,0.9157863259315491
0.7150111198425293,0.9061806797981262
0.723833441734314,0.8954391479492188
0.7299177050590515,0.8840833306312561
0.7367072701454163,0.8694019913673401
0.7461353540420532,0.8592579960823059
0.7504578232765198,0.853837788105011
0.7540525794029236,0.8459510803222656
0.7573174834251404,0.8375289440155029
0.7588595151901245,0.8291330933570862
0.7572689056396484,0.8205029368400574
0.7592839598655701,0.8130804896354675
0.7596375942230225,0.8086411356925964
0.7550832629203796,0.805850088596344
0.7511438727378845,0.808678388595581
0.7491415739059448,0.8144648671150208
0.7484979033470154,0.8215952515602112
0.7476580739021301,0.8338411450386047
0.7438254952430725,0.8469100594520569
0.7417755722999573,0.8550206422805786
0.7441391348838806,0.8598387837409973
0.7459346652030945,0.8646348118782043
0.7518872022628784,0.8645200729370117
0.7602852582931519,0.8525134325027466
0.772352397441864,0.8481601476669312
0.7802553772926331,0.8518776297569275
0.7902374267578125,0.8653425574302673
0.801173985004425,0.8800560235977173
0.8051992058753967,0.8846132159233093
0.8118348717689514,0.8838974237442017
0.8203314542770386,0.8812970519065857
0.8246169686317444,0.8779255747795105
0.8270666003227234,0.8750590682029724
0.8311305046081543,0.870372474193573
0.832771897315979,0.870029091835022
0.8357644081115723,0.8721019625663757
0.839834988117218,0.8741964101791382
