error,treshold
0.8956212401390076,0.3399865925312042
0.8956212401390076,0.3399865925312042
0.8956212401390076,0.3399865925312042
0.8956212401390076,0.3399865925312042
0.8956212401390076,0.3399865925312042
0.8956212401390076,0.3399865925312042
0.5369037389755249,0.6273261308670044
0.5369037389755249,0.6273261308670044
0.5369037389755249,0.6273261308670044
0.5369037389755249,0.6273261308670044
0.5369037389755249,0.6273261308670044
0.5369037389755249,0.6273261308670044
0.5924623012542725,0.5585242509841919
0.5924623012542725,0.5585242509841919
0.5924623012542725,0.5585242509841919
0.5924623012542725,0.5585242509841919
0.5924623012542725,0.5585242509841919
0.5924623012542725,0.5585242509841919
0.5172756910324097,0.7860925197601318
0.5172756910324097,0.7860925197601318
0.5172756910324097,0.7860925197601318
0.5172756910324097,0.7860925197601318
0.5172756910324097,0.7860925197601318
0.5172756910324097,0.7860925197601318
1.0439354181289673,1.3887757062911987
1.0439354181289673,1.3887757062911987
1.0439354181289673,1.3887757062911987
1.0439354181289673,1.3887757062911987
1.0439354181289673,1.3887757062911987
1.0439354181289673,1.3887757062911987
0.23770011961460114,0.6879534721374512
0.23770011961460114,0.6879534721374512
0.23770011961460114,0.6879534721374512
0.23770011961460114,0.6879534721374512
0.23770011961460114,0.6879534721374512
0.23770011961460114,0.6879534721374512
0.80405592918396,1.1415455341339111
0.80405592918396,1.1415455341339111
0.80405592918396,1.1415455341339111
0.80405592918396,1.1415455341339111
0.80405592918396,1.1415455341339111
0.80405592918396,1.1415455341339111
0.9298864603042603,1.666027307510376
0.9298864603042603,1.666027307510376
0.9298864603042603,1.666027307510376
0.9298864603042603,1.666027307510376
0.9298864603042603,1.666027307510376
0.9298864603042603,1.666027307510376
0.5077568888664246,0.4225454032421112
0.5077568888664246,0.4225454032421112
0.5077568888664246,0.4225454032421112
0.5077568888664246,0.4225454032421112
0.5077568888664246,0.4225454032421112
0.5077568888664246,0.4225454032421112
0.7453634738922119,0.33855000138282776
0.7453634738922119,0.33855000138282776
0.7453634738922119,0.33855000138282776
0.7453634738922119,0.33855000138282776
0.7453634738922119,0.33855000138282776
0.7453634738922119,0.33855000138282776
0.14680100977420807,0.2857914865016937
0.14680100977420807,0.2857914865016937
0.14680100977420807,0.2857914865016937
0.14680100977420807,0.2857914865016937
0.14680100977420807,0.2857914865016937
0.14680100977420807,0.2857914865016937
0.3218212425708771,0.24606525897979736
0.3218212425708771,0.24606525897979736
0.3218212425708771,0.24606525897979736
0.3218212425708771,0.24606525897979736
0.3218212425708771,0.24606525897979736
0.3218212425708771,0.24606525897979736
0.39928513765335083,0.5805402994155884
0.39928513765335083,0.5805402994155884
0.39928513765335083,0.5805402994155884
0.39928513765335083,0.5805402994155884
0.39928513765335083,0.5805402994155884
0.39928513765335083,0.5805402994155884
0.954767644405365,1.566284418106079
0.954767644405365,1.566284418106079
0.954767644405365,1.566284418106079
0.954767644405365,1.566284418106079
0.954767644405365,1.566284418106079
0.954767644405365,1.566284418106079
1.5555137395858765,1.8640815019607544
1.5555137395858765,1.8640815019607544
1.5555137395858765,1.8640815019607544
1.5555137395858765,1.8640815019607544
1.5555137395858765,1.8640815019607544
1.5555137395858765,1.8640815019607544
0.90729159116745,1.920817494392395
0.90729159116745,1.920817494392395
0.90729159116745,1.920817494392395
0.90729159116745,1.920817494392395
0.90729159116745,1.920817494392395
0.90729159116745,1.920817494392395
28.22964096069336,24.384933471679688
28.22964096069336,24.384933471679688
28.22964096069336,24.384933471679688
28.22964096069336,24.384933471679688
