ts,fixed threshold
1.0853410959243774,0.10000000149011612
1.894942045211792,0.10000000149011612
3.238807201385498,0.10000000149011612
0.8453692197799683,0.10000000149011612
0.916642427444458,0.10000000149011612
0.6157690286636353,0.10000000149011612
0.5565942525863647,0.10000000149011612
0.506732702255249,0.10000000149011612
0.31430840492248535,0.10000000149011612
0.41570746898651123,0.10000000149011612
0.1999911069869995,0.10000000149011612
0.00413060188293457,0.10000000149011612
0.9896459579467773,0.10000000149011612
0.2688562870025635,0.10000000149011612
0.7684980034828186,0.10000000149011612
0.025585532188415527,0.10000000149011612
0.5736296772956848,0.10000000149011612
0.3501560688018799,0.10000000149011612
0.18357616662979126,0.10000000149011612
0.09109359979629517,0.10000000149011612
1.215954303741455,0.10000000149011612
0.25583338737487793,0.10000000149011612
0.5103254318237305,0.10000000149011612
0.1235855221748352,0.10000000149011612
0.6791905164718628,0.10000000149011612
0.41986173391342163,0.10000000149011612
0.35422617197036743,0.10000000149011612
0.053487181663513184,0.10000000149011612
0.15491735935211182,0.10000000149011612
0.07091337442398071,0.10000000149011612
0.32471275329589844,0.10000000149011612
0.4442875385284424,0.10000000149011612
0.6876847743988037,0.10000000149011612
0.4061453938484192,0.10000000149011612
0.021983742713928223,0.10000000149011612
0.6969941258430481,0.10000000149011612
0.3075639009475708,0.10000000149011612
0.25487470626831055,0.10000000149011612
1.2001980543136597,0.10000000149011612
0.35859429836273193,0.10000000149011612
0.4024980068206787,0.10000000149011612
0.5320429801940918,0.10000000149011612
0.6152774691581726,0.10000000149011612
1.0181710720062256,0.10000000149011612
0.6493295431137085,0.10000000149011612
0.4654848575592041,0.10000000149011612
0.4253355860710144,0.10000000149011612
1.0043413639068604,0.10000000149011612
0.1631152629852295,0.10000000149011612
0.022579312324523926,0.10000000149011612
0.5889418125152588,0.10000000149011612
0.022635459899902344,0.10000000149011612
0.7797980308532715,0.10000000149011612
0.599480152130127,0.10000000149011612
0.013477563858032227,0.10000000149011612
0.23945355415344238,0.10000000149011612
0.403472900390625,0.10000000149011612
0.4101288318634033,0.10000000149011612
0.08929967880249023,0.10000000149011612
0.429396390914917,0.10000000149011612
0.30046629905700684,0.10000000149011612
0.04027509689331055,0.10000000149011612
0.46842002868652344,0.10000000149011612
0.10225701332092285,0.10000000149011612
0.0213087797164917,0.10000000149011612
0.38263607025146484,0.10000000149011612
0.05680489540100098,0.10000000149011612
0.15270709991455078,0.10000000149011612
0.4700307846069336,0.10000000149011612
0.09529566764831543,0.10000000149011612
0.38086390495300293,0.10000000149011612
0.19450592994689941,0.10000000149011612
0.3717172145843506,0.10000000149011612
0.12090110778808594,0.10000000149011612
1.195206880569458,0.10000000149011612
0.13007712364196777,0.10000000149011612
0.08607053756713867,0.10000000149011612
0.27050840854644775,0.10000000149011612
0.91142737865448,0.10000000149011612
0.4040735960006714,0.10000000149011612
0.9822324514389038,0.10000000149011612
0.02528625726699829,0.10000000149011612
0.5523250102996826,0.10000000149011612
0.05438673496246338,0.10000000149011612
0.5686829686164856,0.10000000149011612
0.054135799407958984,0.10000000149011612
0.11774027347564697,0.10000000149011612
0.2924700975418091,0.10000000149011612
0.04907035827636719,0.10000000149011612
1.3404567241668701,0.10000000149011612
0.13014715909957886,0.10000000149011612
