t,ts,tl
0.9235587120056152,2.900920867919922,-1.977362036705017
1.0669658184051514,7.522334098815918,-6.4553680419921875
0.6554667949676514,5.598613739013672,-4.943146705627441
0.7715978622436523,1.4100946187973022,-0.6384967565536499
1.378213882446289,1.767478346824646,-0.38926446437835693
1.0282764434814453,2.2413530349731445,-1.2130764722824097
1.2113137245178223,0.20004987716674805,1.0112638473510742
1.3260173797607422,0.38845014572143555,0.9375672340393066
0.3199491500854492,0.6353809833526611,0.9553301334381104
0.7964982986450195,0.34416672587394714,0.4523315727710724
0.3767833709716797,0.0072848498821258545,0.36949852108955383
0.19712448120117188,0.3158078193664551,0.512932300567627
1.2591400146484375,0.8114151954650879,0.447724848985672
0.39934825897216797,0.07317754626274109,0.3261707127094269
0.631953239440918,0.13170456886291504,0.5002486705780029
0.7290840148925781,0.021330833435058594,0.7077531814575195
0.8450660705566406,0.31458544731140137,0.5304806232452393
1.0004606246948242,0.17135190963745117,0.829108715057373
0.8116645812988281,0.0129241943359375,0.7987403869628906
0.1697063446044922,0.4646422863006592,0.6343486309051514
0.1724700927734375,0.595961332321167,0.7684314250946045
0.5520458221435547,0.08683320879936218,0.4652126133441925
1.2828750610351562,1.0953941345214844,0.18748095631599426
1.1054649353027344,0.8049967288970947,0.30046823620796204
1.6079387664794922,0.6397273540496826,0.9682114124298096
1.191457748413086,0.19301462173461914,0.9984431266784668
1.7764301300048828,0.5306246280670166,1.2458055019378662
1.813161849975586,0.12980175018310547,1.6833600997924805
1.2315120697021484,0.4392416477203369,1.6707537174224854
1.0696544647216797,0.583336353302002,1.6529908180236816
0.7419681549072266,0.3218202590942383,1.0637884140014648
0.5561389923095703,0.4597921371459961,1.0159311294555664
1.2868175506591797,0.09336233139038086,1.3801798820495605
1.3341178894042969,0.3532235622406006,0.9808943271636963
0.8274650573730469,0.023782968521118164,0.8036820888519287
1.8461265563964844,0.6658034324645996,1.1803231239318848
1.8682022094726562,0.18466591835021973,1.6835362911224365
3.1187744140625,0.6113564968109131,2.507417917251587
2.5396499633789062,0.17127418518066406,2.368375778198242
2.515338897705078,0.6066732406616211,1.908665657043457
2.957775115966797,1.2440071105957031,1.7137680053710938
2.8202362060546875,1.1543254852294922,1.6659107208251953
3.1110458374023438,0.3416314125061035,3.4526772499084473
3.7873573303222656,0.1655445098876953,3.6218128204345703
4.2362823486328125,0.6016874313354492,3.6345949172973633
4.446479797363281,0.10934209823608398,4.337137699127197
4.613533020019531,0.14239215850830078,4.4711408615112305
3.80029296875,0.5240435600280762,4.324336528778076
2.468780517578125,0.6372134685516357,3.1059939861297607
0.7208099365234375,1.369873046875,2.0906829833984375
