t,ts,tl
-0.004097238183021545,0.01484401524066925,0.010746777057647705
0.00039651989936828613,0.0054115355014801025,-0.005015015602111816
0.0013129860162734985,0.006328001618385315,-0.005015015602111816
0.0030459314584732056,0.021085932850837708,-0.018040001392364502
-0.0023011863231658936,0.002713829278945923,-0.005015015602111816
0.0012347549200057983,0.009512022137641907,0.010746777057647705
0.0016991347074508667,0.009047642350196838,0.010746777057647705
-0.00041891634464263916,0.011165693402290344,0.010746777057647705
0.0012184679508209229,0.009528309106826782,0.010746777057647705
-0.0009760409593582153,0.004038974642753601,-0.005015015602111816
0.002166956663131714,0.00718197226524353,-0.005015015602111816
-0.0020687878131866455,0.002946227788925171,-0.005015015602111816
0.0002458542585372925,0.005260869860649109,-0.005015015602111816
-0.0036816447973251343,0.0013333708047866821,-0.005015015602111816
0.0005147457122802734,0.00552976131439209,-0.005015015602111816
0.0032306909561157227,0.007516086101531982,0.010746777057647705
0.0005064159631729126,0.005521431565284729,-0.005015015602111816
0.0028676092624664307,0.007882624864578247,-0.005015015602111816
-0.006347984075546265,0.0013329684734344482,-0.005015015602111816
0.0009603053331375122,0.005975320935249329,-0.005015015602111816
0.0033962279558181763,0.008411243557929993,-0.005015015602111816
-0.0010082274675369263,0.00400678813457489,-0.005015015602111816
-0.001035243272781372,0.003979772329330444,-0.005015015602111816
0.004662856459617615,0.00608392059803009,0.010746777057647705
-0.0028012841939926147,0.0022137314081192017,-0.005015015602111816
-0.0016898959875106812,0.0033251196146011353,-0.005015015602111816
0.0038151443004608154,0.00693163275718689,0.010746777057647705
-0.0031670331954956055,0.001847982406616211,-0.005015015602111816
-0.0007463693618774414,0.004268646240234375,-0.005015015602111816
0.0025164932012557983,0.007531508803367615,-0.005015015602111816
-0.00473998486995697,0.0002750307321548462,-0.005015015602111816
0.0018369704484939575,0.006851986050605774,-0.005015015602111816
-0.0028429627418518066,0.0021720528602600098,-0.005015015602111816
0.004667729139328003,0.006079047918319702,0.010746777057647705
-0.0014938414096832275,0.003521174192428589,-0.005015015602111816
-0.0013795942068099976,0.003635421395301819,-0.005015015602111816
-0.0010230094194412231,0.003992006182670593,-0.005015015602111816
0.0011729896068572998,0.006188005208969116,-0.005015015602111816
0.0016475021839141846,0.006662517786026001,-0.005015015602111816
0.0019641369581222534,0.00697915256023407,-0.005015015602111816
-0.0005327016115188599,0.0044823139905929565,-0.005015015602111816
-0.0021318048238754272,0.002883210778236389,-0.005015015602111816
-0.004606589674949646,0.0004084259271621704,-0.005015015602111816
0.004444107413291931,0.006302669644355774,0.010746777057647705
0.0011247098445892334,0.00613972544670105,-0.005015015602111816
-0.0009257793426513672,0.004089236259460449,-0.005015015602111816
0.003569573163986206,0.008584588766098022,-0.005015015602111816
-0.0002224743366241455,0.004792541265487671,-0.005015015602111816
-0.004463881254196167,0.0005511343479156494,-0.005015015602111816
3.7103891372680664e-05,0.005052119493484497,-0.005015015602111816
-0.0015128552913665771,0.012259632349014282,0.010746777057647705
0.0032741427421569824,0.007472634315490723,0.010746777057647705
0.002787485718727112,0.007802501320838928,-0.005015015602111816
-0.0034542083740234375,0.014585793018341064,-0.018040001392364502
-0.0006822496652603149,0.0043327659368515015,-0.005015015602111816
0.002560719847679138,0.008186057209968567,0.010746777057647705
0.0013500452041625977,0.009396731853485107,0.010746777057647705
-0.00042082369327545166,0.011167600750923157,0.010746777057647705
0.0002572387456893921,0.0052722543478012085,-0.005015015602111816
-0.0023558735847473145,0.002659142017364502,-0.005015015602111816
-0.0010048598051071167,0.0040101557970047,-0.005015015602111816
-5.2869319915771484e-05,0.004962146282196045,-0.005015015602111816
-0.00017249584197998047,0.004842519760131836,-0.005015015602111816
0.001348063349723816,0.006363078951835632,-0.005015015602111816
0.0003810971975326538,0.00539611279964447,-0.005015015602111816
-0.0012339800596237183,0.003781035542488098,-0.005015015602111816
-0.0009515732526779175,0.004063442349433899,-0.005015015602111816
0.0061064958572387695,0.0046402812004089355,0.010746777057647705
-0.003540724515914917,0.0014742910861968994,-0.005015015602111816
-0.0016008764505386353,0.003414139151573181,-0.005015015602111816
0.0026901066303253174,0.007705122232437134,-0.005015015602111816
-0.00337044894695282,0.0016445666551589966,-0.005015015602111816
0.002499788999557495,0.0075148046016693115,-0.005015015602111816
-0.0008611977100372314,0.004153817892074585,-0.005015015602111816
0.002165868878364563,0.007180884480476379,-0.005015015602111816
-0.0013805031776428223,0.003634512424468994,-0.005015015602111816
0.004215538501739502,0.009230554103851318,-0.005015015602111816
-0.007339611649513245,0.010700389742851257,-0.018040001392364502
-0.0010727941989898682,0.003942221403121948,-0.005015015602111816
0.005995646119117737,0.004751130938529968,0.010746777057647705
-0.0018231123685836792,0.003191903233528137,-0.005015015602111816
-0.00012066960334777832,0.004894345998764038,-0.005015015602111816
0.0014111846685409546,0.006426200270652771,-0.005015015602111816
-0.003230184316635132,0.0017848312854766846,-0.005015015602111816
0.0005474388599395752,0.005562454462051392,-0.005015015602111816
-0.0004723072052001953,0.004542708396911621,-0.005015015602111816
-0.0012098997831344604,0.003805115818977356,-0.005015015602111816
0.00284653902053833,0.007861554622650146,-0.005015015602111816
-0.0019870400428771973,0.003027975559234619,-0.005015015602111816
-0.0003479123115539551,0.004667103290557861,-0.005015015602111816
-0.0003522336483001709,0.0046627819538116455,-0.005015015602111816
-0.002121642231941223,0.0028933733701705933,-0.005015015602111816
-0.0010647326707839966,0.00395028293132782,-0.005015015602111816
0.002786204218864441,0.007801219820976257,-0.005015015602111816
0.0001396089792251587,0.005154624581336975,-0.005015015602111816
-0.003690168261528015,0.0013248473405838013,-0.005015015602111816
0.001961842179298401,0.006976857781410217,-0.005015015602111816
0.006188809871673584,0.004557967185974121,0.010746777057647705
-0.0010125339031219482,0.004002481698989868,-0.005015015602111816
-0.00012974441051483154,0.004885271191596985,-0.005015015602111816
-0.0011709928512573242,0.024543821811676025,0.0233728289604187
0.001755446195602417,0.008991330862045288,0.010746777057647705
0.001420348882675171,0.006435364484786987,-0.005015015602111816
-0.0023011714220046997,0.015738829970359802,-0.018040001392364502
-0.0005764961242675781,0.004438519477844238,-0.005015015602111816
0.0012117773294448853,0.00953499972820282,0.010746777057647705
-0.004076823592185974,0.01482360064983368,0.010746777057647705
-0.00148831307888031,0.012235090136528015,0.010746777057647705
0.005962759256362915,0.00478401780128479,0.010746777057647705
0.002200007438659668,0.008546769618988037,0.010746777057647705
-0.003744974732398987,0.0012700408697128296,-0.005015015602111816
-0.0011500418186187744,0.003864973783493042,-0.005015015602111816
-0.004175290465354919,0.000839725136756897,-0.005015015602111816
0.00594879686832428,0.004797980189323425,0.010746777057647705
-0.0015577226877212524,0.003457292914390564,-0.005015015602111816
0.0019858479499816895,0.007000863552093506,-0.005015015602111816
-0.0014504939317703247,0.0035645216703414917,-0.005015015602111816
0.0013447552919387817,0.006359770894050598,-0.005015015602111816
-0.004724472761154175,0.0002905428409576416,-0.005015015602111816
0.004091829061508179,0.006654947996139526,0.010746777057647705
-0.0013358891010284424,0.003679126501083374,-0.005015015602111816
0.00244826078414917,0.007463276386260986,-0.005015015602111816
0.0031407326459884644,0.00815574824810028,-0.005015015602111816
-0.003501191735267639,0.0015138238668441772,-0.005015015602111816
-0.004498183727264404,0.0005168318748474121,-0.005015015602111816
0.0018603801727294922,0.006875395774841309,-0.005015015602111816
0.005755171179771423,0.004991605877876282,0.010746777057647705
-0.001228630542755127,0.0037863850593566895,-0.005015015602111816
-0.0029947906732559204,0.002020224928855896,-0.005015015602111816
0.00011798739433288574,0.005133002996444702,-0.005015015602111816
-0.006380796432495117,0.0013657808303833008,-0.005015015602111816
0.001354798674583435,0.0063698142766952515,-0.005015015602111816
