t,tsNoAbs,error
0.389007568359375,-1.6050238609313965,0.0
0.2758493423461914,-1.94156813621521,0.0
0.22492718696594238,-2.504653215408325,0.0
-0.013133525848388672,-3.3737282752990723,0.0
-0.24551749229431152,0.4291234612464905,0.0
0.5454862117767334,0.3670598268508911,0.0
0.9306061267852783,0.2901490330696106,0.32701724767684937
0.0401155948638916,-0.5976747274398804,-0.47045159339904785
0.2303779125213623,-0.40976250171661377,-0.2357812225818634
1.1968543529510498,0.5566686987876892,0.6336934566497803
0.2626609802246094,-0.37438690662384033,-0.16501671075820923
-0.31467533111572266,-0.9509883522987366,-0.7686082124710083
0.4654364585876465,-0.09167677164077759,0.046613991260528564
0.3733859062194824,-0.05859634280204773,-0.1509147584438324
0.23953819274902344,-0.38096582889556885,-0.13019144535064697
0.9432559013366699,0.30566781759262085,0.4426518380641937
1.088219165802002,0.44836878776550293,0.5597224235534668
0.3259296417236328,-0.31186598539352417,-0.1215454638004303
0.09867191314697266,-0.5408591032028198,-0.43147963285446167
0.17753314971923828,-0.4616466164588928,-0.3297027349472046
0.13725757598876953,-0.5040621161460876,-0.40038466453552246
0.2597980499267578,-0.289992094039917,-0.10216796398162842
0.17666912078857422,-0.35766589641571045,-0.2661098837852478
0.22278499603271484,-0.4134429097175598,-0.21289753913879395
0.3950185775756836,-0.2439456582069397,-0.07950377464294434
0.5506973266601562,-0.08898276090621948,0.025326550006866455
0.42731761932373047,-0.21002697944641113,-0.08715882897377014
0.2878856658935547,-0.3488854765892029,-0.15524151921272278
0.13014698028564453,-0.5085827112197876,-0.3697195053100586
0.45110225677490234,-0.18657100200653076,-0.008609950542449951
0.44815826416015625,-0.19179588556289673,0.0010343194007873535
0.2717256546020508,-0.36808478832244873,-0.24295634031295776
0.5636606216430664,-0.07714241743087769,0.07671219110488892
0.3966836929321289,-0.2433369755744934,-0.056913360953330994
0.23666954040527344,-0.40311163663864136,-0.3442019820213318
0.021582603454589844,-0.6194812059402466,-0.3317611813545227
0.5854158401489258,0.02587580680847168,0.12428319454193115
1.0325260162353516,0.4234110713005066,0.5081994533538818
0.2994241714477539,-0.3359578251838684,-0.17479470372200012
-0.0655813217163086,-0.7037069201469421,-0.5968434810638428
0.2517738342285156,-0.3860510587692261,-0.2178211510181427
0.43479156494140625,-0.20263820886611938,-0.06749698519706726
0.41976165771484375,-0.22005677223205566,-0.11069086194038391
0.4965190887451172,-0.14243942499160767,-0.03403007984161377
0.35344505310058594,-0.28635478019714355,-0.16180327534675598
0.42926025390625,-0.2073494791984558,0.01988796889781952
0.5561237335205078,-0.08251810073852539,0.017494142055511475
0.6963710784912109,0.05920612812042236,0.043234050273895264
0.6294708251953125,-0.010251820087432861,0.1757669448852539
0.5875473022460938,-0.052500009536743164,0.06172776222229004
0.708343505859375,0.0667683482170105,0.12312883138656616
0.6859512329101562,0.04530256986618042,0.16361454129219055
1.105997085571289,0.4650130867958069,0.5347899198532104
0.9103565216064453,0.2692767381668091,0.3809787929058075
0.7528228759765625,0.11282616853713989,0.2511615455150604
0.5516853332519531,-0.08982592821121216,0.035486191511154175
0.7018375396728516,0.06273490190505981,0.17679047584533691
1.1801624298095703,0.5393966436386108,0.6264231204986572
1.2674217224121094,0.6263046860694885,0.7709587812423706
1.0151100158691406,0.37393444776535034,0.506517767906189
1.013448715209961,0.18566596508026123,0.3867209851741791
0.870452880859375,0.09056562185287476,0.21065542101860046
0.37819671630859375,-0.4195854663848877,-0.3218809962272644
0.31786537170410156,-0.3179187774658203,-0.18131804466247559
0.5887508392333984,-0.046159565448760986,0.07807019352912903
0.5767631530761719,-0.060373902320861816,0.014166265726089478
0.4690208435058594,-0.1670360565185547,-0.022699803113937378
-0.03285980224609375,-0.6712728142738342,-0.599525511264801
-0.20694732666015625,-0.8443118929862976,-0.6208048462867737
-0.20418167114257812,-0.22897660732269287,-0.13498887419700623
-0.31365966796875,-0.3146120309829712,-0.250707745552063
-0.123687744140625,-0.17505007982254028,-0.12528178095817566
0.368072509765625,0.11166894435882568,0.20179176330566406
0.9896469116210938,0.46340131759643555,0.625194787979126
1.0868339538574219,0.5175439715385437,0.6058111190795898
1.3886032104492188,0.7506691813468933,0.9326416254043579
1.0964241027832031,0.45706069469451904,0.5418508052825928
1.0386886596679688,0.3991682529449463,0.5565881729125977
1.588653564453125,0.33124494552612305,0.5478459596633911
1.0839614868164062,-0.21028995513916016,0.025602072477340698
1.2685737609863281,-0.0930476188659668,0.23261341452598572
1.5129356384277344,-0.029287219047546387,0.20173892378807068
1.9535026550292969,0.47128069400787354,0.596146821975708
2.1769256591796875,0.48041677474975586,0.6215556859970093
2.0013999938964844,-0.06202983856201172,-0.020080745220184326
2.4132537841796875,0.24606561660766602,0.3614904582500458
2.0954322814941406,0.10463523864746094,0.194571852684021
2.0512733459472656,0.014159679412841797,0.6677887439727783
