t,tsNoAbs,error
1.0000979900360107,-0.004073023796081543,0.0
1.019531011581421,0.01558828353881836,0.0
1.0297305583953857,0.025785207748413086,0.0
1.0253247022628784,0.021248936653137207,0.0
1.00697922706604,0.002814769744873047,0.0
0.9991199374198914,-0.005058944225311279,0.0
0.9809702038764954,-0.023148715496063232,0.0
0.9782307744026184,-0.025809943675994873,0.0
0.9830756187438965,-0.020904898643493652,0.0
0.9854378700256348,-0.018502354621887207,0.0
0.9740532040596008,-0.02985173463821411,0.0
0.980232834815979,-0.02365255355834961,0.0
0.9824760556221008,-0.02139502763748169,0.0
0.9814322590827942,-0.02243882417678833,0.0
0.970378577709198,-0.03350025415420532,0.0
0.9689675569534302,-0.034920454025268555,0.0
0.9741399884223938,-0.02974802255630493,0.0
0.9784713983535767,-0.025413990020751953,0.0
0.9770027995109558,-0.02687603235244751,0.0
0.98064786195755,-0.023237526416778564,0.0
0.9795710444450378,-0.02431434392929077,0.0
0.9787875413894653,-0.02509784698486328,0.0
0.9789145588874817,-0.02497345209121704,0.0
0.9875605702400208,-0.016330063343048096,0.0
0.9873361587524414,-0.016556978225708008,0.0
0.9905734062194824,-0.013319730758666992,0.0
1.005368947982788,0.001469254493713379,0.0
1.0191285610198975,0.015226125717163086,0.0
1.0242295265197754,0.020327091217041016,0.0
1.017704963684082,0.013811826705932617,0.0
1.0122698545455933,0.008379220962524414,0.0
1.0012831687927246,-0.0026099681854248047,0.0
0.9901107549667358,-0.013788938522338867,0.0
0.9867938756942749,-0.01709926128387451,0.0
0.9883146286010742,-0.015573382377624512,0.0
0.9896970987319946,-0.014176607131958008,0.0
0.9919928312301636,-0.011871695518493652,0.0
0.98490971326828,-0.01896136999130249,0.0
0.9848682284355164,-0.019019782543182373,0.0
0.979546070098877,-0.024353623390197754,0.0
0.9787409901618958,-0.02516394853591919,0.0
0.9773451089859009,-0.026568889617919922,0.0
0.9790757298469543,-0.024841010570526123,0.0
0.9794300198554993,-0.02449578046798706,0.0
0.9819080233573914,-0.022020399570465088,0.0
0.9801524877548218,-0.023775935173034668,0.0
0.9855713844299316,-0.018347978591918945,0.0
0.9844619035720825,-0.019437789916992188,0.0
0.9831088185310364,-0.020750463008880615,0.0
0.9796153903007507,-0.02421516180038452,0.0
0.9817334413528442,-0.022104978561401367,0.0
0.9820238947868347,-0.021835386753082275,0.0
0.9792764782905579,-0.02461153268814087,0.0
0.9773968458175659,-0.026508092880249023,0.0
0.9812178611755371,-0.02273404598236084,0.0
0.9828251600265503,-0.021218061447143555,0.0
0.9848278760910034,-0.01918661594390869,0.0
0.9870907664299011,-0.01688331365585327,0.0
0.9889731407165527,-0.014995694160461426,0.0
0.9908154606819153,-0.0131416916847229,0.0
0.9921725988388062,-0.011827588081359863,0.0
0.9897505640983582,-0.014284908771514893,0.0
0.9924639463424683,-0.011564970016479492,0.0
0.9946157336235046,-0.009410440921783447,0.0
0.9897953867912292,-0.014219105243682861,0.0
0.9872830510139465,-0.01670020818710327,0.0
0.9877915382385254,-0.016148686408996582,0.0
0.9897339940071106,-0.014087498188018799,0.0
0.9866714477539062,-0.017178773880004883,0.0
0.9898802042007446,-0.014007806777954102,0.0
0.9955154657363892,-0.008396029472351074,0.0
0.9979878664016724,-0.005937933921813965,0.0
0.9956180453300476,-0.008341729640960693,0.0
0.9994222521781921,-0.0045296549797058105,0.0
1.0015714168548584,-0.002385735511779785,0.0
0.9950878024101257,-0.008900582790374756,0.0
0.987559974193573,-0.016425907611846924,0.0
0.9931888580322266,-0.010770916938781738,0.0
0.998033344745636,-0.0058860182762146,0.0
0.9962935447692871,-0.007597088813781738,0.0
0.9941979646682739,-0.009663939476013184,0.0
0.9916788935661316,-0.012151658535003662,0.0
0.9900392293930054,-0.013741731643676758,0.0
0.9898540377616882,-0.013874828815460205,0.0
0.9880771636962891,-0.013889074325561523,0.0
