Time,TargetLevel,ActualLevel,StoperPo,CSTSpeed,TudishWeight,Auto_SPD_SET ValueY,AutoSpeed_Control ValueY,AutoSpeed_Start ValueY,Current Time,Current ValueY,Sensor_failing Time,Sensor_failing ValueY
2021/4/1 21:58,80,0.135885432,0.17400001,0,,0,0,0,,,,
2021/4/1 21:58,80,0.134444907,0.17400001,0,,0,0,0,,,,
2021/4/1 21:59,80,0.134189039,0.17400001,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129352912,0.17400001,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130961314,0.17400001,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129968837,0.17400001,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130666122,0.17400001,0,,0,0,0,,,,
2021/4/1 21:59,80,0.127269253,0.17400001,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130887583,0.17400001,0,,0,0,0,,,,
2021/4/1 21:59,80,0.134220377,0.17400001,0,,0,0,0,,,,
2021/4/1 21:59,80,0.133962393,0.17400001,0,,0,0,0,,,,
2021/4/1 21:59,80,0.12888746,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130530819,0.17400001,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130557373,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129867464,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.13608788,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.140786886,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130770147,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130774572,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.12863265,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129290789,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.131583363,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.12794508,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.131644711,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.128641069,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.131624043,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.136086464,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.13299951,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.127110526,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.128342897,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129167899,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.133659154,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.132252485,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.135526747,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.127875373,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.12903364,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.1334849,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.127266914,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.128899962,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.132073566,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.13103275,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.134362668,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.13359867,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.131466419,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130088121,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130451187,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.133342996,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130170569,0.173000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.131320849,0.17400001,0,,0,0,0,,,,
2021/4/1 21:59,80,0.128061667,4.40E-02,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129759997,4.10E-02,0,,0,0,0,,,,
2021/4/1 21:59,80,0.134878188,4.30E-02,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130770028,4.40E-02,0,,0,0,0,,,,
2021/4/1 21:59,80,0.131555855,4.40E-02,0,,0,0,0,,,,
2021/4/1 21:59,80,0.132639229,4.30E-02,0,,0,0,0,,,,
2021/4/1 21:59,80,0.133143321,4.30E-02,0,,0,0,0,,,,
2021/4/1 21:59,80,0.132137105,4.30E-02,0,,0,0,0,,,,
2021/4/1 21:59,80,0.133544996,-5.70E-02,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129298821,-2.127000093,0,,0,0,0,,,,
2021/4/1 21:59,80,0.127628565,-1.001000047,0,,0,0,0,,,,
2021/4/1 21:59,80,0.133345634,-0.811000049,0,,0,0,0,,,,
2021/4/1 21:59,80,0.128774852,-0.784000039,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129819945,-0.774000049,0,,0,0,0,,,,
2021/4/1 21:59,80,0.13204968,-0.76700002,0,,0,0,0,,,,
2021/4/1 21:59,80,0.131720781,-0.761000037,0,,0,0,0,,,,
2021/4/1 21:59,80,0.134473041,-0.758000016,0,,0,0,0,,,,
2021/4/1 21:59,80,0.134098127,-0.757000029,0,,0,0,0,,,,
2021/4/1 21:59,80,0.131888688,-0.756000042,0,,0,0,0,,,,
2021/4/1 21:59,80,0.135779843,-0.754000008,0,,0,0,0,,,,
2021/4/1 21:59,80,0.134393737,-0.753000021,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130852118,-0.752000034,0,,0,0,0,,,,
2021/4/1 21:59,80,0.131896734,-0.751000047,0,,0,0,0,,,,
2021/4/1 21:59,80,0.128591835,-0.75000006,0,,0,0,0,,,,
2021/4/1 21:59,80,0.13177003,-0.747000039,0,,0,0,0,,,,
2021/4/1 21:59,80,0.133421004,-0.741000056,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130211189,-0.738000035,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130416796,-0.735000014,0,,0,0,0,,,,
2021/4/1 21:59,80,0.133494109,-0.732000053,0,,0,0,0,,,,
2021/4/1 21:59,80,0.133290619,-0.731000006,0,,0,0,0,,,,
2021/4/1 21:59,80,0.128710493,-0.730000019,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129175887,-0.730000019,0,,0,0,0,,,,
2021/4/1 21:59,80,0.1294754,-0.728000045,0,,0,0,0,,,,
2021/4/1 21:59,80,0.12989594,-0.726000011,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129065871,-0.722000062,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129023656,-0.721000016,0,,0,0,0,,,,
2021/4/1 21:59,80,0.136426464,-0.718000054,0,,0,0,0,,,,
2021/4/1 21:59,80,0.13183555,-0.713000059,0,,0,0,0,,,,
2021/4/1 21:59,80,0.137988508,-0.710000038,0,,0,0,0,,,,
2021/4/1 21:59,80,0.133371994,-0.709000051,0,,0,0,0,,,,
2021/4/1 21:59,80,0.135009244,-0.709000051,0,,0,0,0,,,,
2021/4/1 21:59,80,0.138212651,-0.708000004,0,,0,0,0,,,,
2021/4/1 21:59,80,0.134552985,-0.70600003,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129343644,-0.638000011,0,,0,0,0,,,,
2021/4/1 21:59,80,0.12832579,-0.579000056,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129800066,-0.570000052,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129444331,-0.567000031,0,,0,0,0,,,,
2021/4/1 21:59,80,0.128741547,-0.56400001,0,,0,0,0,,,,
2021/4/1 21:59,80,0.130164906,-0.563000023,0,,0,0,0,,,,
2021/4/1 21:59,80,0.132886812,-0.562000036,0,,0,0,0,,,,
2021/4/1 21:59,80,0.133003056,-0.563000023,0,,0,0,0,,,,
2021/4/1 21:59,80,0.132094428,-0.562000036,0,,0,0,0,,,,
2021/4/1 21:59,80,0.136225328,-0.562000036,0,,0,0,0,,,,
2021/4/1 21:59,80,0.132960036,-0.562000036,0,,0,0,0,,,,
2021/4/1 21:59,80,0.135072783,-0.562000036,0,,0,0,0,,,,
2021/4/1 21:59,80,0.131695986,-0.562000036,0,,0,0,0,,,,
2021/4/1 21:59,80,0.128255785,-0.561000049,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129867896,-0.561000049,0,,0,0,0,,,,
2021/4/1 21:59,80,0.131693482,-0.561000049,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129976422,-0.561000049,0,,0,0,0,,,,
2021/4/1 21:59,80,0.13029629,-0.561000049,0,,0,0,0,,,,
2021/4/1 21:59,80,0.133172095,-0.561000049,0,,0,0,0,,,,
2021/4/1 21:59,80,0.13411279,-0.561000049,0,,0,0,0,,,,
2021/4/1 21:59,80,0.128848255,-0.561000049,0,,0,0,0,,,,
2021/4/1 21:59,80,0.131754279,-0.553000033,0,,0,0,0,,,,
2021/4/1 21:59,80,0.125332057,-0.543000042,0,,0,0,0,,,,
2021/4/1 21:59,80,0.12872225,-0.535000026,0,,0,0,0,,,,
2021/4/1 21:59,80,0.126853585,-0.531000018,0,,0,0,0,,,,
2021/4/1 21:59,80,0.135295987,-0.526000023,0,,0,0,0,,,,
2021/4/1 21:59,80,0.135379747,-0.518000007,0,,0,0,0,,,,
2021/4/1 21:59,80,0.129105836,-0.516000032,0,,0,0,0,,,,
2021/4/1 21:59,80,0.131119549,-0.515000045,0,,0,0,0,,,,
2021/4/1 21:59,80,0.135402918,-0.515000045,0,,0,0,0,,,,
2021/4/1 22:00,80,0.127963349,-0.515000045,0,,0,0,0,,,,
2021/4/1 22:00,80,0.129898518,-0.515000045,0,,0,0,0,,,,
2021/4/1 22:00,80,0.135369852,-0.516000032,0,,0,0,0,,,,
2021/4/1 22:00,80,0.137608469,-0.515000045,0,,0,0,0,,,,
2021/4/1 22:00,80,0.133195922,-0.515000045,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130485952,-0.515000045,0,,0,0,0,,,,
2021/4/1 22:00,80,0.133066088,-0.515000045,0,,0,0,0,,,,
2021/4/1 22:00,80,0.126108006,-0.515000045,0,,0,0,0,,,,
2021/4/1 22:00,80,0.124818161,-0.516000032,0,,0,0,0,,,,
2021/4/1 22:00,80,0.125970751,-0.458000034,0,,0,0,0,,,,
2021/4/1 22:00,80,0.1300724,-0.467000008,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130974382,-0.397000015,0,,0,0,0,,,,
2021/4/1 22:00,80,0.132112607,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.134182766,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.128175169,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.129494935,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.13211222,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.134098694,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.13393037,-0.397000015,0,,0,0,0,,,,
2021/4/1 22:00,80,0.134111956,-0.397000015,0,,0,0,0,,,,
2021/4/1 22:00,80,0.131002665,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.13174279,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.134116724,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.132834151,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.12924549,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.129966035,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.134394974,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.134862542,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130279988,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.132606596,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.134100705,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.132927135,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.129741132,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.135451153,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.13496311,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.131582737,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.134765804,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.133210286,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.133210286,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130902082,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130902082,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.128665492,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.136263281,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.131576508,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130486667,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.132356077,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.131126806,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.129996046,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130704522,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130117536,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.12793,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.132204026,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.129323557,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.132030457,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.133074701,-0.396000028,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130510047,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.126590744,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130302474,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.12798202,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.131491557,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.134652838,-0.395000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.133266389,-0.114000008,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130621478,2.565000057,0,,0,0,0,,,,
2021/4/1 22:00,80,0.134935975,3.47300005,0,,0,0,0,,,,
2021/4/1 22:00,80,0.131611079,3.846000195,0,,0,0,0,,,,
2021/4/1 22:00,80,0.131196871,5.331000328,0,,0,0,0,,,,
2021/4/1 22:00,80,0.131218046,7.71900034,0,,0,0,0,,,,
2021/4/1 22:00,80,0.134493172,10.15300083,0,,0,0,0,,,,
2021/4/1 22:00,80,0.132523775,10.15500069,0,,0,0,0,,,,
2021/4/1 22:00,80,0.134899065,10.12400055,0,,0,0,0,,,,
2021/4/1 22:00,80,0.134287119,10.0880003,0,,0,0,0,,,,
2021/4/1 22:00,80,0.133889347,10.08700085,0,,0,0,0,,,,
2021/4/1 22:00,80,0.13261871,10.21600056,0,,0,0,0,,,,
2021/4/1 22:00,80,0.132426947,11.30500031,0,,0,0,0,,,,
2021/4/1 22:00,80,0.127062976,11.30400085,0,,0,0,0,,,,
2021/4/1 22:00,80,0.127464861,11.30300045,0,,0,0,0,,,,
2021/4/1 22:00,80,0.127620146,11.30300045,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130263895,11.30300045,0,,0,0,0,,,,
2021/4/1 22:00,80,0.127057478,11.31200027,0,,0,0,0,,,,
2021/4/1 22:00,80,0.129193783,11.31300068,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130485922,11.31200027,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130572081,11.31200027,0,,0,0,0,,,,
2021/4/1 22:00,80,0.13168256,11.31700039,0,,0,0,0,,,,
2021/4/1 22:00,80,0.132429212,11.31800079,0,,0,0,0,,,,
2021/4/1 22:00,80,0.130831614,11.31800079,0,,0,0,0,,,,
2021/4/1 22:00,80,0.135274991,11.31800079,0,,0,0,0,,,,
2021/4/1 22:00,80,0.135274991,11.31800079,0,,0,0,0,,,,
2021/4/1 22:00,80,0.128432915,11.31700039,0,,0,0,0,,,,
2021/4/1 22:00,80,0.127242416,11.31700039,0,,0,0,0,,,,
2021/4/1 22:00,80,0.128443435,11.37100029,0,,0,0,0,,,,
2021/4/1 22:00,80,0.133473977,11.37900066,0,,0,0,0,,,,
2021/4/1 22:00,80,0.126298323,11.38000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.131554589,11.38000011,0,,0,0,0,,,,
2021/4/1 22:00,80,0.127899379,11.37900066,0,,0,0,0,,,,
2021/4/1 22:00,80,0.127899379,11.37900066,0,,0,0,0,,,,
2021/4/1 22:00,80,0.133637771,11.35100079,0,,0,0,0,,,,
2021/4/1 22:00,80,0.13401632,10.89500046,0,,0,0,0,,,,
2021/4/1 22:00,80,0.129175678,10.50900078,0,,0,0,0,,,,
2021/4/1 22:00,80,0.126757696,10.50900078,0,,0,0,0,,,,
2021/4/1 22:00,80,0.127875537,10.52400017,0,,0,0,0,,,,
2021/4/1 22:00,80,0.123562559,11.60000038,0,,0,0,0,,,,
2021/4/1 22:00,80,0.127776489,11.60000038,0,,0,0,0,,,,
2021/4/1 22:00,80,0.127776489,11.60000038,0,,0,0,0,,,,
2021/4/1 22:00,80,0.128948122,11.59900093,0,,0,0,0,,,,
2021/4/1 22:00,80,0.128136739,11.59800053,0,,0,0,0,,,,
2021/4/1 22:00,80,0.129989415,11.24100018,0,,0,0,0,,,,
2021/4/1 22:00,80,0.882652283,10.45600033,0,,0,0,0,,,,
2021/4/1 22:00,80,1.635040998,10.54800034,0,,0,0,0,,,,
2021/4/1 22:00,80,1.642802835,10.57000065,0,,0,0,0,,,,
2021/4/1 22:00,80,1.63771534,10.59400082,0,,0,0,0,,,,
2021/4/1 22:00,80,1.657737255,10.59500027,0,,0,0,0,,,,
2021/4/1 22:00,80,1.991963029,10.59500027,0,,0,0,0,,,,
2021/4/1 22:00,80,1.991963029,10.59500027,0,,0,0,0,,,,
2021/4/1 22:00,80,2.623972893,10.59400082,0,,0,0,0,,,,
2021/4/1 22:00,80,3.127774239,10.59400082,0,,0,0,0,,,,
2021/4/1 22:00,80,4.077282429,10.59400082,0,,0,0,0,,,,
2021/4/1 22:00,80,4.950930595,10.59300041,0,,0,0,0,,,,
2021/4/1 22:00,80,5.052220345,10.59300041,0,,0,0,0,,,,
2021/4/1 22:00,80,5.821571827,10.59300041,0,,0,0,0,,,,
2021/4/1 22:00,80,5.821571827,10.59300041,0,,0,0,0,,,,
2021/4/1 22:01,80,6.105720043,10.59200096,0,,0,0,0,,,,
2021/4/1 22:01,80,6.559702873,10.52000046,0,,0,0,0,,,,
2021/4/1 22:01,80,7.521104336,10.51100063,0,,0,0,0,,,,
2021/4/1 22:01,80,7.57977438,10.49600029,0,,0,0,0,,,,
2021/4/1 22:01,80,7.275119781,10.41200066,0,,0,0,0,,,,
2021/4/1 22:01,80,7.692121506,10.50000095,0,,0,0,0,,,,
2021/4/1 22:01,80,8.642910004,10.68200016,0,,0,0,0,,,,
2021/4/1 22:01,80,8.642910004,10.9090004,0,,0,0,0,,,,
2021/4/1 22:01,80,9.560505867,10.9100008,0,,0,0,0,,,,
2021/4/1 22:01,80,10.24590683,10.9100008,0,,0,0,0,,,,
2021/4/1 22:01,80,11.49481487,11.68300056,0,,0,0,0,,,,
2021/4/1 22:01,80,11.49481487,11.68300056,0,,0,0,0,,,,
2021/4/1 22:01,80,12.15653038,11.66800022,0,,0,0,0,,,,
2021/4/1 22:01,80,14.9536953,11.63800049,0,,0,0,0,,,,
2021/4/1 22:01,80,14.9536953,11.63800049,0,,0,0,0,,,,
2021/4/1 22:01,80,16.18691254,11.62200069,0,,0,0,0,,,,
2021/4/1 22:01,80,16.80953789,11.59800053,0,,0,0,0,,,,
2021/4/1 22:01,80,17.05043793,11.56400013,0,,0,0,0,,,,
2021/4/1 22:01,80,17.55693626,11.55600071,0,,0,0,0,,,,
2021/4/1 22:01,80,17.97755814,11.55500031,0,,0,0,0,,,,
2021/4/1 22:01,80,18.97086525,11.55300045,0,,0,0,0,,,,
2021/4/1 22:01,80,20.23496056,11.55300045,0,,0,0,0,,,,
2021/4/1 22:01,80,21.16102409,11.55300045,0,,0,0,0,,,,
2021/4/1 22:01,80,22.23971176,11.55400085,0,,0,0,0,,,,
2021/4/1 22:01,80,24.25557327,11.55300045,0,,0,0,0,,,,
2021/4/1 22:01,80,25.61237717,11.55300045,0,,0,0,0,,,,
2021/4/1 22:01,80,25.61237717,11.55300045,0,,0,0,0,,,,
2021/4/1 22:01,80,26.59992027,11.55300045,0,,0,0,0,,,,
2021/4/1 22:01,80,27.89597321,11.55300045,0,,0,0,0,,,,
2021/4/1 22:01,80,29.25422478,11.55300045,0,,0,0,0,,,,
2021/4/1 22:01,80,32.36640549,11.55300045,0,,0,0,0,,,,
2021/4/1 22:01,80,32.36640549,11.55300045,0,,0,0,0,,,,
2021/4/1 22:01,80,34.55083847,11.177001,0,,0,0,0,,,,
2021/4/1 22:01,80,35.49731445,8.702000618,0,,0,0,0,,,,
2021/4/1 22:01,80,36.54781723,8.071000099,0,,0,0,0,,,,
2021/4/1 22:01,80,37.22934723,8.070000648,0,,0,0,0,,,,
2021/4/1 22:01,80,38.0306282,8.078000069,0,,0,0,0,,,,
2021/4/1 22:01,80,38.0306282,8.078000069,0,,0,0,0,,,,
2021/4/1 22:01,80,38.35115814,6.68200016,0,,0,0,0,,,,
2021/4/1 22:01,80,38.63626862,6.68500042,0,,0,0,0,,,,
2021/4/1 22:01,80,38.59540176,6.736000538,0,,0,0,0,,,,
2021/4/1 22:01,80,38.59540176,6.736000538,0,,0,0,0,,,,
2021/4/1 22:01,80,38.77455521,6.889000416,0,,0,0,0,,,,
2021/4/1 22:01,80,38.85404205,6.888000488,0,,0,0,0,,,,
2021/4/1 22:01,80,38.48298264,6.850000381,0,,0,0,0,,,,
2021/4/1 22:01,80,37.68135071,6.941000462,0,,0,0,0,,,,
2021/4/1 22:01,80,37.68135071,6.941000462,0,,0,0,0,,,,
2021/4/1 22:01,80,36.86606979,6.781000137,0,,0,0,0,,,,
2021/4/1 22:01,80,36.22214508,6.517000198,0,,0,0,0,,,,
2021/4/1 22:01,80,35.89041519,6.701000214,0,,0,0,0,,,,
2021/4/1 22:01,80,35.62519455,7.452000141,0,,0,0,0,,,,
2021/4/1 22:01,80,35.68081284,7.914000511,0,,0,0,0,,,,
2021/4/1 22:01,80,35.68081284,7.914000511,0,,0,0,0,,,,
2021/4/1 22:01,80,35.98347092,7.922000408,0,,0,0,0,,,,
2021/4/1 22:01,80,36.15088654,7.921000481,0,,0,0,0,,,,
2021/4/1 22:01,80,36.486763,7.922000408,0,,0,0,0,,,,
2021/4/1 22:01,80,36.486763,7.922000408,0,,0,0,0,,,,
2021/4/1 22:01,80,36.67371368,7.923000336,0,,0,0,0,,,,
2021/4/1 22:01,80,36.76184082,8.076000214,0,,0,0,0,,,,
2021/4/1 22:01,80,37.18429565,8.322999954,0,,0,0,0,,,,
2021/4/1 22:01,80,37.39595413,8.322999954,0,,0,0,0,,,,
2021/4/1 22:01,80,38.10500717,8.324000359,0,,0,0,0,,,,
2021/4/1 22:01,80,38.10500717,8.324000359,0,,0,0,0,,,,
2021/4/1 22:01,80,39.10259247,8.324000359,0,,0,0,0,,,,
2021/4/1 22:01,80,39.10259247,8.324000359,0,,0,0,0,,,,
2021/4/1 22:01,80,39.64204407,8.326000214,0,,0,0,0,,,,
2021/4/1 22:01,80,41.47231293,8.337000847,0,,0,0,0,,,,
2021/4/1 22:01,80,41.47231293,8.845000267,0,,0,0,0,,,,
2021/4/1 22:01,80,44.35817337,9.301000595,0,,0,0,0,,,,
2021/4/1 22:01,80,44.35817337,9.301000595,0,,0,0,0,,,,
2021/4/1 22:01,80,45.1776123,9.301000595,0,,0,0,0,,,,
2021/4/1 22:01,80,46.25359726,9.298000336,0,,0,0,0,,,,
2021/4/1 22:01,80,47.20240402,9.296000481,0,,0,0,0,,,,
2021/4/1 22:01,80,49.89435196,9.291000366,0,,0,0,0,,,,
2021/4/1 22:01,80,51.12503052,9.291000366,0,,0,0,0,,,,
2021/4/1 22:01,80,51.12503052,9.291000366,0,,0,0,0,,,,
2021/4/1 22:01,80,54.23997116,9.291000366,0,,0,0,0,,,,
2021/4/1 22:01,80,54.23997116,9.291000366,0,,0,0,0,,,,
2021/4/1 22:01,80,57.39387894,9.301000595,0,,0,0,0,,,,
2021/4/1 22:01,80,57.39387894,9.301000595,0,,0,0,0,,,,
2021/4/1 22:01,80,60.12018585,9.301000595,0,,0,0,0,,,,
2021/4/1 22:01,80,61.7899971,9.301000595,0,,0,0,0,,,,
2021/4/1 22:01,80,61.7899971,9.301000595,0,,0,0,0,,,,
2021/4/1 22:01,80,62.84300613,9.301000595,0,,0,0,0,,,,
2021/4/1 22:01,80,65.4504776,9.2310009,0,,0,0,0,,,,
2021/4/1 22:01,80,67.14318085,9.2310009,0,,0,0,0,,,,
2021/4/1 22:01,80,68.74319458,9.2310009,0,,0,0,0,,,,
2021/4/1 22:01,80,68.74319458,9.2310009,0,,0,0,0,,,,
2021/4/1 22:01,80,70.008461,9.243000031,0.235347793,,0,0,0,,,,
2021/4/1 22:01,80,70.13285828,9.296000481,0.310939014,,0,0,0,,,,
2021/4/1 22:01,80,69.86643219,9.312000275,0.30636555,,0,0,0,,,,
2021/4/1 22:01,80,70.64003754,9.318000793,0.305655748,,0,0,0,,,,
