Time,TargetLevel,ActualLevel,StoperPo,CSTSpeed,TudishWeight
44666.75883,82,0.112496287,-1.122000098,0,2.799476624
44666.75883,82,0.113283597,-1.123000026,0,2.891708374
44666.75884,82,0.110762745,-1.123000026,0,3.049041748
44666.75884,82,0.111777328,-1.123000026,0,3.168399811
44666.75885,82,0.116347119,-1.123000026,0,3.238929749
44666.75885,82,0.117556028,-1.123000026,0,3.347438812
44666.75887,82,0.119967878,-1.123000026,0,3.450519562
44666.75887,82,0.11118073,-1.123000026,0,3.5102005
44666.75888,82,0.109087795,-1.121000051,0,3.569877625
44666.75888,82,0.110554673,-1.120000005,0,1.07964325
44666.75889,82,0.111105792,-1.119000077,0,0.406902313
44666.75889,82,0.113545567,-1.120000005,0,0.130207062
44666.7589,82,0.113513842,-1.119000077,0,0.211585999
44666.7589,82,0.112069294,-1.121000051,0,0.515403748
44666.75891,82,0.11227829,-1.120000005,0,0
44666.75891,82,0.115490407,-1.120000005,0,0.352645874
44666.75892,82,0.11486809,-1.119000077,0,0.651039124
44666.75892,82,0.110654227,-1.119000077,0,0.558807373
44666.75894,82,0.113082886,-1.120000005,0,0.651039124
44666.75894,82,0.111073323,-1.120000005,0,0.754119873
44666.75895,82,0.114017956,-1.120000005,0,0.87890625
44666.75895,82,0.111296363,-1.120000005,0,1.003688812
44666.75896,82,0.110488586,-1.120000005,0,1.047088623
44666.75896,82,0.113426715,-1.120000005,0,1.204425812
44666.75897,82,0.115039513,-1.120000005,0,1.296657562
44666.75897,82,0.109971367,-1.120000005,0,1.296657562
44666.75898,82,0.110414714,-1.120000005,0,1.475692749
44666.75898,82,0.110984817,-1.120000005,0,1.546222687
44666.75899,82,0.113243468,-1.119000077,0,1.643878937
44666.75899,82,0.111139692,-1.120000005,0,1.746959686
44666.759,82,0.112326078,-1.119000077,0,1.844619751
44666.759,82,0.112603553,-1.120000005,0,1.9477005
44666.75902,82,0.110646263,-1.119000077,0,2.04535675
44666.75902,82,0.116237238,-1.120000005,0,2.1484375
44666.75903,82,0.115359649,-1.119000077,0,2.25151825
44666.75903,82,0.113328382,-1.120000005,0,2.289493561
44666.75904,82,0.114348114,-1.119000077,0,2.44140625
44666.75904,82,0.113295384,-1.120000005,0,2.539058685
44666.75905,82,0.115076996,-1.120000005,0,2.539058685
44666.75905,82,0.11255312,-1.119000077,0,2.7397995
44666.75906,82,0.113557301,-1.120000005,0,2.766925812
44666.75906,82,0.111676306,-1.120000005,0,2.799476624
44666.75907,82,0.11083518,-1.120000005,0,3.000217438
44666.75907,82,0.114229962,-1.119000077,0,3.049041748
44666.75909,82,0.113111228,-1.120000005,0,3.195526123
44666.75909,82,0.11163082,-1.119000077,0,3.249782562
44666.7591,82,0.112536304,-1.120000005,0,3.450519562
44666.7591,82,0.116506994,-1.119000077,0,3.553600311
44666.75911,82,0.112503499,-1.120000005,0,3.689235687
44666.75911,82,0.118712723,-1.119000077,0,3.743488312
44666.75912,82,0.117521167,-1.119000077,0,4.15038681
44666.75912,82,0.115055971,-1.120000005,0,4.041885376
44666.75913,82,0.114773564,-1.119000077,0,4.1015625
44666.75913,82,0.106628843,-1.119000077,0,6.266277313
44666.75914,82,0.11203745,-1.119000077,0,6.792533875
44666.75914,82,0.112419739,-1.119000077,0,6.993270874
44666.75916,82,0.118260793,-1.119000077,0,7.394748688
44666.75916,82,0.118774429,-1.119000077,0,7.573783875
44666.75917,82,0.109191634,-1.119000077,0,8.539497375
44666.75917,82,0.109283544,-1.119000077,0,8.69683075
44666.75918,82,0.120679632,-1.119000077,0,8.83788681
44666.75918,82,0.116021194,-1.119000077,0,8.881290436
44666.75919,82,0.113910548,-1.119000077,0,8.9897995
44666.75919,82,0.114515997,-1.119000077,0,9.141708374
44666.7592,82,0.113286942,-1.119000077,0,9.239364624
44666.7592,82,0.109514669,-1.119000077,0,9.342449188
44666.75921,82,0.115663014,-1.119000077,0,9.440101624
44666.75921,82,0.109305844,-1.119000077,0,9.488933563
44666.75922,82,0.113468915,-1.119000077,0,9.640838623
44666.75922,82,0.113942109,-1.119000077,0,9.738498688
44666.75924,82,0.117248297,-1.119000077,0,9.841579437
44666.75924,82,0.115096316,-1.119000077,0,9.890403748
44666.75925,82,0.117909014,-1.120000005,0,9.890403748
44666.75925,82,0.117280059,-1.119000077,0,9.982635498
44666.75926,82,0.116862543,-1.119000077,0,10.07487106
44666.75926,82,0.11374937,-1.119000077,0,10.18880081
44666.75927,82,0.116632752,-1.119000077,0,10.29188156
44666.75927,82,0.118205979,-1.119000077,0,10.38953781
44666.75928,82,0.11149136,-1.119000077,0,10.53602219
44666.75928,82,0.117083892,-1.119000077,0,10.69335938
44666.75929,82,0.113468505,-1.119000077,0,10.83441925
44666.75929,82,0.110556468,-1.119000077,0,10.9375
44666.75931,82,0.112172693,-1.119000077,0,10.98632813
44666.75931,82,0.113198116,-1.119000077,0,11.08398438
44666.75932,82,0.113837801,-1.119000077,0,11.1328125
44666.75932,82,0.110631824,-1.119000077,0,11.28472137
44666.75933,82,0.111992717,-1.119000077,0,11.3335495
44666.75933,82,0.111241907,-1.119000077,0,11.48545837
44666.75934,82,0.115720421,-1.119000077,0,11.5342865
44666.75934,82,0.117311999,-1.119000077,0,11.63736725
44666.75935,82,0.115061827,-1.119000077,0,11.78385162
44666.75935,82,0.114137568,-1.119000077,0,11.83810425
44666.75936,82,0.117301665,-1.118000031,0,11.98458862
44666.75936,82,0.114176184,-1.118000031,0,11.98458862
44666.75938,82,0.112189911,-1.119000077,0,12.131073
44666.75938,82,0.115343481,-1.119000077,0,12.23415375
44666.75939,82,0.103638612,-1.119000077,0,12.28841019
44666.75939,82,0.113375664,-1.119000077,0,12.41319275
44666.7594,82,0.115341671,-1.119000077,0,12.47829819
44666.7594,82,0.11175891,-1.119000077,0,12.58137894
44666.75941,82,0.114178866,-1.119000077,0,12.6844635
44666.75941,82,0.113002323,-1.119000077,0,12.78754425
44666.75942,82,0.115934998,-1.119000077,0,12.91775131
44666.75942,82,0.10833741,-1.119000077,0,12.97743225
44666.75943,82,0.112384379,-1.119000077,0,13.07508469
44666.75943,82,0.114935942,-1.119000077,0,13.18901825
44666.75944,82,0.108960092,-1.119000077,0,13.23784637
44666.75944,82,0.110115811,-1.119000077,0,13.37890244
44666.75946,82,0.110999718,-1.119000077,0,13.481987
44666.75946,82,0.113534182,-1.119000077,0,13.55794144
44666.75947,82,0.111776531,-1.118000031,0,13.63932037
44666.75947,82,0.114104033,-1.119000077,0,13.78038025
44666.75948,82,0.106420256,-1.119000077,0,13.82920837
44666.75948,82,0.111916967,-1.119000077,0,13.93228912
44666.75949,82,0.111962236,-1.119000077,0,14.02994919
44666.75949,82,0.114820503,-1.119000077,0,14.13302994
44666.7595,82,0.115846306,-1.119000077,0,14.23068237
44666.7595,82,0.113716565,-1.119000077,0,14.27951431
44666.75951,82,0.115846246,-1.119000077,0,14.38259506
44666.75951,82,0.112145871,-1.119000077,0,14.43141937
44666.75953,82,0.116008408,-1.119000077,0,14.52907944
44666.75953,82,0.117219716,-1.119000077,0,14.58333206
44666.75954,82,0.113175191,-1.119000077,0,14.72981644
44666.75954,82,0.109301157,-1.119000077,0,14.83289719
44666.75955,82,0.111813672,-1.118000031,0,14.98480988
44666.75955,82,0.116636224,-1.118000031,0,15.08246613
44666.75956,82,0.110230908,-1.119000077,0,15.18011856
44666.75956,82,0.108996123,-1.117000103,0,15.28319931
44666.75957,82,0.115760118,-1.118000031,0,15.435112
44666.75957,82,0.11488954,-1.118000031,0,15.51649094
44666.75958,82,0.115577511,-1.118000031,0,15.6304245
44666.75958,82,0.112421274,-1.117000103,0,15.73350525
44666.75959,82,0.112668574,-1.119000077,0,15.82573318
44666.75959,82,0.113518968,-1.118000031,0,15.92881393
44666.75961,82,0.112904914,-1.117000103,0,16.03190231
44666.75961,82,0.113259666,-1.118000031,0,16.18381119
44666.75962,82,0.113582753,-1.118000031,0,16.32487106
44666.75962,82,0.1136906,-1.118000031,0,16.37912369
44666.75963,82,0.116458736,-1.118000031,0,16.48220444
44666.75963,82,0.117482692,-1.118000031,0,16.58528519
44666.75964,82,0.11637187,-1.118000031,0,16.67751694
44666.75964,82,0.111069299,-1.118000031,0,16.77517319
44666.75965,82,0.109776117,-1.118000031,0,16.82942581
44666.75965,82,0.110895306,-1.118000031,0,16.92708206
44666.75966,82,0.114252225,-1.118000031,0,17.03558731
44666.75966,82,0.112503424,-1.118000031,0,17.12781906
44666.75968,82,0.115710691,-1.118000031,0,17.27972794
44666.75968,82,0.119144246,-1.118000031,0,17.32855606
44666.75969,82,0.112624414,-1.118000031,0,17.44249344
44666.75969,82,0.114000089,-1.118000031,0,17.57269669
44666.7597,82,0.115816392,-1.118000031,0,17.62694931
44666.7597,82,0.112722762,-1.118000031,0,17.73003006
44666.75971,82,0.111965537,-1.118000031,0,17.82769394
44666.75971,82,0.111697301,-1.117000103,0,17.93076706
44666.75972,82,0.106575616,-1.118000031,0,18.02843094
44666.75972,82,0.113020949,-1.118000031,0,18.12607956
44666.75973,82,0.116338216,-1.117000103,0,18.22916794
44666.75973,82,0.110567249,-1.118000031,0,18.27799606
44666.75975,82,0.113596097,-1.118000031,0,18.42990494
44666.75975,82,0.113428116,-1.06400001,0,18.52756119
44666.75976,82,0.112439811,-1.060000062,0,18.63064194
44666.75976,82,0.113131553,-1.060000062,0,18.72829819
44666.75977,82,0.113485552,-1.060000062,0,18.83137894
44666.75977,82,0.114178456,-1.059000015,0,18.92903519
44666.75978,82,0.113644674,-1.059000015,0,19.03211594
44666.75978,82,0.109741859,-1.059000015,0,19.12977219
44666.75979,82,0.11513944,-1.059000015,0,19.17317581
44666.75979,82,0.108593531,-1.059000015,0,19.33050919
44666.7598,82,0.111326143,-1.059000015,0,19.37933731
44666.7598,82,0.11135482,-1.059000015,0,19.53124619
44666.75981,82,0.11223609,-1.060000062,0,19.62347794
44666.75981,82,0.108959742,-1.059000015,0,19.72113419
44666.75983,82,0.111817807,-1.059000015,0,19.82964706
44666.75983,82,0.108123995,-1.059000015,0,19.92187881
44666.75984,82,0.112568453,-1.059000015,0,19.96527481
44666.75984,82,0.114456631,-1.059000015,0,20.11718369
44666.75985,82,0.116220474,-1.059000015,0,20.21484756
44666.75985,82,0.110243253,-1.059000015,0,20.28537369
44666.75986,82,0.110257097,-1.058000088,0,20.38302994
44666.75986,82,0.116189085,-1.058000088,0,20.47526169
44666.75987,82,0.111780912,-1.059000015,0,20.62174606
44666.75987,82,0.116294824,-1.058000088,0,20.73025131
44666.75988,82,0.116860658,-1.058000088,0,20.81705093
44666.75988,82,0.109273992,-1.058000088,0,20.91471481
44666.7599,82,0.114046633,-1.058000088,0,20.96896744
44666.7599,82,0.116100103,-1.057000041,0,21.07204819
44666.75991,82,0.109873548,-1.057000041,0,21.18055344
44666.75991,82,0.110516317,-1.055999994,0,21.27278519
44666.75992,82,0.116317645,-1.057000041,0,21.37586594
44666.75992,82,0.114321209,-1.055999994,0,21.47352219
44666.75993,82,0.107789211,-1.055999994,0,21.57660294
44666.75993,82,0.111061431,-1.055999994,0,21.66883469
44666.75994,82,0.113815658,-1.055999994,0,21.82074356
44666.75994,82,0.114968449,-1.055999994,0,21.91839981
44666.75995,82,0.111602306,-1.055999994,0,21.96722794
44666.75995,82,0.117921889,-1.057000041,0,22.07574081
44666.75997,82,0.116120473,-1.057000041,0,22.17339706
44666.75997,82,0.113012008,-1.057000041,0,22.27647781
44666.75998,82,0.117868163,-1.057000041,0,22.32529831
44666.75998,82,0.111006372,-1.055999994,0,22.42837906
44666.75999,82,0.109886438,-1.055999994,0,22.52604294
44666.75999,82,0.110572219,-1.055999994,0,22.62369919
44666.76,82,0.112155288,-1.055999994,0,22.77560806
44666.76,82,0.116486654,-1.055999994,0,22.87868881
44666.76001,82,0.117805786,-1.05400002,0,22.97634506
44666.76001,82,0.112817518,-1.055000067,0,23.07942581
44666.76002,82,0.111907035,-1.05400002,0,23.17708206
44666.76002,82,0.108795665,-1.05400002,0,23.27473831
44666.76003,82,0.115527235,-1.05400002,0,23.31814194
44666.76003,82,0.11496076,-1.05400002,0,23.42122269
44666.76005,82,0.114524484,-1.055000067,0,23.52972794
44666.76005,82,0.115539856,-1.05400002,0,23.62738419
44666.76006,82,0.113194473,-1.05400002,0,23.71961594
44666.76006,82,0.113397501,-1.05400002,0,23.82812119
44666.76007,82,0.11634542,-1.05400002,0,23.92577744
44666.76007,82,0.118604206,-1.05400002,0,24.07769394
